Date,Hour,Floor,User-Group,User-Count,WiFi-Conn
2020-05-05,05,All-Floors,Non-HKUST,0,0
2020-05-05,05,All-Floors,Others(HKUST),3,20
2020-05-05,05,All-Floors,RPG,0,0
2020-05-05,05,All-Floors,Staff,4,9
2020-05-05,05,All-Floors,TPG,0,0
2020-05-05,05,All-Floors,Total,7,29
2020-05-05,05,All-Floors,UG,0,0
2020-05-05,05,G,Alumni,0,0
2020-05-05,05,G,Non-HKUST,0,0
2020-05-05,05,G,Others(HKUST),2,4
2020-05-05,05,G,RPG,0,0
2020-05-05,05,G,Staff,1,2
2020-05-05,05,G,TPG,0,0
2020-05-05,05,G,Total,3,6
2020-05-05,05,G,UG,0,0
2020-05-05,05,LG1,Alumni,0,0
2020-05-05,05,LG1,Non-HKUST,0,0
2020-05-05,05,LG1,Others(HKUST),1,10
2020-05-05,05,LG1,RPG,0,0
2020-05-05,05,LG1,Staff,0,0
2020-05-05,05,LG1,TPG,0,0
2020-05-05,05,LG1,Total,1,10
2020-05-05,05,LG1,UG,0,0
2020-05-05,05,LG3,Alumni,0,0
2020-05-05,05,LG3,Non-HKUST,0,0
2020-05-05,05,LG3,Others(HKUST),0,0
2020-05-05,05,LG3,RPG,0,0
2020-05-05,05,LG3,Staff,0,0
2020-05-05,05,LG3,TPG,0,0
2020-05-05,05,LG3,Total,0,0
2020-05-05,05,LG3,UG,0,0
2020-05-05,05,LG4,Alumni,0,0
2020-05-05,05,LG4,Non-HKUST,0,0
2020-05-05,05,LG4,Others(HKUST),1,4
2020-05-05,05,LG4,RPG,0,0
2020-05-05,05,LG4,Staff,0,0
2020-05-05,05,LG4,TPG,0,0
2020-05-05,05,LG4,Total,1,4
2020-05-05,05,LG4,UG,0,0
2020-05-05,06,1,Alumni,0,0
2020-05-05,06,1,Non-HKUST,0,0
2020-05-05,06,1,Others(HKUST),1,2
2020-05-05,06,1,RPG,0,0
2020-05-05,06,1,Staff,3,7
2020-05-05,06,1,TPG,0,0
2020-05-05,06,1,Total,4,9
2020-05-05,06,1,UG,0,0
2020-05-05,06,All-Floors,Alumni,0,0
2020-05-05,06,All-Floors,Non-HKUST,0,0
2020-05-05,06,All-Floors,Others(HKUST),3,20
2020-05-05,06,All-Floors,RPG,0,0
2020-05-05,06,All-Floors,Staff,4,9
2020-05-05,06,All-Floors,TPG,0,0
2020-05-05,06,All-Floors,Total,8,31
2020-05-05,06,All-Floors,UG,1,2
2020-05-05,06,G,Alumni,0,0
2020-05-05,06,G,Non-HKUST,0,0
2020-05-05,06,G,Others(HKUST),2,4
2020-05-05,06,G,RPG,0,0
2020-05-05,06,G,Staff,1,2
2020-05-05,06,G,TPG,0,0
2020-05-05,06,G,Total,3,6
2020-05-05,06,G,UG,0,0
2020-05-05,06,LG1,Alumni,0,0
2020-05-05,06,LG1,Non-HKUST,0,0
2020-05-05,06,LG1,Others(HKUST),1,10
2020-05-05,06,LG1,RPG,0,0
2020-05-05,06,LG1,Staff,0,0
2020-05-05,06,LG1,TPG,0,0
2020-05-05,06,LG1,Total,1,10
2020-05-05,06,LG1,UG,0,0
2020-05-05,06,LG3,Alumni,0,0
2020-05-05,06,LG3,Non-HKUST,0,0
2020-05-05,06,LG3,Others(HKUST),0,0
2020-05-05,06,LG3,RPG,0,0
2020-05-05,06,LG3,Staff,0,0
2020-05-05,06,LG3,TPG,0,0
2020-05-05,06,LG3,Total,0,0
2020-05-05,06,LG3,UG,0,0
2020-05-05,06,LG4,Alumni,0,0
2020-05-05,06,LG4,Non-HKUST,0,0
2020-05-05,06,LG4,Others(HKUST),1,4
2020-05-05,06,LG4,RPG,0,0
2020-05-05,06,LG4,Staff,0,0
2020-05-05,06,LG4,TPG,0,0
2020-05-05,06,LG4,Total,2,6
2020-05-05,06,LG4,UG,1,2
2020-05-05,07,1,Alumni,0,0
2020-05-05,07,1,Non-HKUST,0,0
2020-05-05,07,1,Others(HKUST),1,2
2020-05-05,07,1,RPG,0,0
2020-05-05,07,1,Staff,6,10
2020-05-05,07,1,TPG,0,0
2020-05-05,07,1,Total,7,12
2020-05-05,07,1,UG,0,0
2020-05-05,07,All-Floors,Alumni,0,0
2020-05-05,07,All-Floors,Non-HKUST,0,0
2020-05-05,07,All-Floors,Others(HKUST),4,21
2020-05-05,07,All-Floors,RPG,0,0
2020-05-05,07,All-Floors,Staff,12,22
2020-05-05,07,All-Floors,TPG,0,0
2020-05-05,07,All-Floors,Total,18,46
2020-05-05,07,All-Floors,UG,2,3
2020-05-05,07,G,Alumni,0,0
2020-05-05,07,G,Non-HKUST,0,0
2020-05-05,07,G,Others(HKUST),2,4
2020-05-05,07,G,RPG,0,0
2020-05-05,07,G,Staff,3,4
2020-05-05,07,G,TPG,0,0
2020-05-05,07,G,Total,5,8
2020-05-05,07,G,UG,0,0
2020-05-05,07,LG1,Alumni,0,0
2020-05-05,07,LG1,Non-HKUST,0,0
2020-05-05,07,LG1,Others(HKUST),1,10
2020-05-05,07,LG1,RPG,0,0
2020-05-05,07,LG1,Staff,1,1
2020-05-05,07,LG1,TPG,0,0
2020-05-05,07,LG1,Total,2,11
2020-05-05,07,LG1,UG,0,0
2020-05-05,07,LG3,Alumni,0,0
2020-05-05,07,LG3,Non-HKUST,0,0
2020-05-05,07,LG3,Others(HKUST),0,0
2020-05-05,07,LG3,RPG,0,0
2020-05-05,07,LG3,Staff,3,3
2020-05-05,07,LG3,TPG,0,0
2020-05-05,07,LG3,Total,4,4
2020-05-05,07,LG3,UG,1,1
2020-05-05,07,LG4,Alumni,0,0
2020-05-05,07,LG4,Non-HKUST,0,0
2020-05-05,07,LG4,Others(HKUST),2,5
2020-05-05,07,LG4,RPG,0,0
2020-05-05,07,LG4,Staff,3,4
2020-05-05,07,LG4,TPG,0,0
2020-05-05,07,LG4,Total,6,11
2020-05-05,07,LG4,UG,1,2
2020-05-05,08,1,Alumni,0,0
2020-05-05,08,1,Non-HKUST,0,0
2020-05-05,08,1,Others(HKUST),2,5
2020-05-05,08,1,RPG,1,4
2020-05-05,08,1,Staff,33,92
2020-05-05,08,1,TPG,0,0
2020-05-05,08,1,Total,36,101
2020-05-05,08,1,UG,0,0
2020-05-05,08,All-Floors,Alumni,1,2
2020-05-05,08,All-Floors,Non-HKUST,0,0
2020-05-05,08,All-Floors,Others(HKUST),4,23
2020-05-05,08,All-Floors,RPG,3,18
2020-05-05,08,All-Floors,Staff,74,239
2020-05-05,08,All-Floors,TPG,5,38
2020-05-05,08,All-Floors,Total,108,421
2020-05-05,08,All-Floors,UG,21,101
2020-05-05,08,G,Alumni,1,2
2020-05-05,08,G,Non-HKUST,0,0
2020-05-05,08,G,Others(HKUST),2,4
2020-05-05,08,G,RPG,2,3
2020-05-05,08,G,Staff,33,79
2020-05-05,08,G,TPG,3,4
2020-05-05,08,G,Total,48,113
2020-05-05,08,G,UG,7,21
2020-05-05,08,LG1,Alumni,0,0
2020-05-05,08,LG1,Non-HKUST,0,0
2020-05-05,08,LG1,Others(HKUST),1,10
2020-05-05,08,LG1,RPG,2,11
2020-05-05,08,LG1,Staff,12,25
2020-05-05,08,LG1,TPG,5,25
2020-05-05,08,LG1,Total,33,139
2020-05-05,08,LG1,UG,13,68
2020-05-05,08,LG3,Alumni,0,0
2020-05-05,08,LG3,Non-HKUST,0,0
2020-05-05,08,LG3,Others(HKUST),0,0
2020-05-05,08,LG3,RPG,0,0
2020-05-05,08,LG3,Staff,16,26
2020-05-05,08,LG3,TPG,0,0
2020-05-05,08,LG3,Total,20,31
2020-05-05,08,LG3,UG,4,5
2020-05-05,08,LG4,Alumni,0,0
2020-05-05,08,LG4,Non-HKUST,0,0
2020-05-05,08,LG4,Others(HKUST),1,4
2020-05-05,08,LG4,RPG,0,0
2020-05-05,08,LG4,Staff,7,17
2020-05-05,08,LG4,TPG,1,9
2020-05-05,08,LG4,Total,12,37
2020-05-05,08,LG4,UG,3,7
2020-05-05,09,1,Alumni,0,0
2020-05-05,09,1,Non-HKUST,0,0
2020-05-05,09,1,Others(HKUST),3,5
2020-05-05,09,1,RPG,3,18
2020-05-05,09,1,Staff,42,123
2020-05-05,09,1,TPG,3,14
2020-05-05,09,1,Total,54,177
2020-05-05,09,1,UG,3,17
2020-05-05,09,All-Floors,Alumni,5,21
2020-05-05,09,All-Floors,Non-HKUST,3,8
2020-05-05,09,All-Floors,Others(HKUST),6,27
2020-05-05,09,All-Floors,RPG,15,77
2020-05-05,09,All-Floors,Staff,77,302
2020-05-05,09,All-Floors,TPG,27,166
2020-05-05,09,All-Floors,Total,167,801
2020-05-05,09,All-Floors,UG,34,200
2020-05-05,09,G,Alumni,2,6
2020-05-05,09,G,Non-HKUST,2,3
2020-05-05,09,G,Others(HKUST),3,6
2020-05-05,09,G,RPG,7,19
2020-05-05,09,G,Staff,34,98
2020-05-05,09,G,TPG,14,64
2020-05-05,09,G,Total,69,217
2020-05-05,09,G,UG,7,21
2020-05-05,09,LG1,Alumni,1,5
2020-05-05,09,LG1,Non-HKUST,1,2
2020-05-05,09,LG1,Others(HKUST),2,11
2020-05-05,09,LG1,RPG,5,30
2020-05-05,09,LG1,Staff,13,35
2020-05-05,09,LG1,TPG,14,79
2020-05-05,09,LG1,Total,61,295
2020-05-05,09,LG1,UG,25,133
2020-05-05,09,LG3,Alumni,1,3
2020-05-05,09,LG3,Non-HKUST,0,0
2020-05-05,09,LG3,Others(HKUST),1,1
2020-05-05,09,LG3,RPG,1,3
2020-05-05,09,LG3,Staff,13,27
2020-05-05,09,LG3,TPG,0,0
2020-05-05,09,LG3,Total,18,38
2020-05-05,09,LG3,UG,2,4
2020-05-05,09,LG4,Alumni,2,7
2020-05-05,09,LG4,Non-HKUST,2,3
2020-05-05,09,LG4,Others(HKUST),1,4
2020-05-05,09,LG4,RPG,3,7
2020-05-05,09,LG4,Staff,5,19
2020-05-05,09,LG4,TPG,2,9
2020-05-05,09,LG4,Total,21,74
2020-05-05,09,LG4,UG,6,25
2020-05-05,10,1,Alumni,0,0
2020-05-05,10,1,Non-HKUST,0,0
2020-05-05,10,1,Others(HKUST),2,7
2020-05-05,10,1,RPG,4,19
2020-05-05,10,1,Staff,38,107
2020-05-05,10,1,TPG,7,36
2020-05-05,10,1,Total,56,195
2020-05-05,10,1,UG,5,26
2020-05-05,10,All-Floors,Alumni,5,26
2020-05-05,10,All-Floors,Non-HKUST,3,9
2020-05-05,10,All-Floors,Others(HKUST),6,28
2020-05-05,10,All-Floors,RPG,19,108
2020-05-05,10,All-Floors,Staff,76,271
2020-05-05,10,All-Floors,TPG,40,236
2020-05-05,10,All-Floors,Total,200,994
2020-05-05,10,All-Floors,UG,51,316
2020-05-05,10,G,Alumni,1,4
2020-05-05,10,G,Non-HKUST,1,1
2020-05-05,10,G,Others(HKUST),3,6
2020-05-05,10,G,RPG,8,22
2020-05-05,10,G,Staff,32,77
2020-05-05,10,G,TPG,15,66
2020-05-05,10,G,Total,75,212
2020-05-05,10,G,UG,15,36
2020-05-05,10,LG1,Alumni,1,6
2020-05-05,10,LG1,Non-HKUST,2,5
2020-05-05,10,LG1,Others(HKUST),1,10
2020-05-05,10,LG1,RPG,7,29
2020-05-05,10,LG1,Staff,13,52
2020-05-05,10,LG1,TPG,18,110
2020-05-05,10,LG1,Total,73,409
2020-05-05,10,LG1,UG,31,197
2020-05-05,10,LG3,Alumni,1,5
2020-05-05,10,LG3,Non-HKUST,0,0
2020-05-05,10,LG3,Others(HKUST),1,1
2020-05-05,10,LG3,RPG,3,7
2020-05-05,10,LG3,Staff,6,15
2020-05-05,10,LG3,TPG,2,3
2020-05-05,10,LG3,Total,19,43
2020-05-05,10,LG3,UG,6,12
2020-05-05,10,LG4,Alumni,3,11
2020-05-05,10,LG4,Non-HKUST,1,3
2020-05-05,10,LG4,Others(HKUST),1,4
2020-05-05,10,LG4,RPG,5,31
2020-05-05,10,LG4,Staff,8,20
2020-05-05,10,LG4,TPG,3,21
2020-05-05,10,LG4,Total,29,135
2020-05-05,10,LG4,UG,8,45
2020-05-05,11,1,Alumni,0,0
2020-05-05,11,1,Non-HKUST,0,0
2020-05-05,11,1,Others(HKUST),2,5
2020-05-05,11,1,RPG,3,17
2020-05-05,11,1,Staff,38,114
2020-05-05,11,1,TPG,8,38
2020-05-05,11,1,Total,58,213
2020-05-05,11,1,UG,7,39
2020-05-05,11,All-Floors,Alumni,5,21
2020-05-05,11,All-Floors,Non-HKUST,6,27
2020-05-05,11,All-Floors,Others(HKUST),5,24
2020-05-05,11,All-Floors,RPG,25,110
2020-05-05,11,All-Floors,Staff,80,287
2020-05-05,11,All-Floors,TPG,54,264
2020-05-05,11,All-Floors,Total,256,1159
2020-05-05,11,All-Floors,UG,81,426
2020-05-05,11,G,Alumni,1,4
2020-05-05,11,G,Non-HKUST,3,3
2020-05-05,11,G,Others(HKUST),3,5
2020-05-05,11,G,RPG,10,19
2020-05-05,11,G,Staff,32,94
2020-05-05,11,G,TPG,21,96
2020-05-05,11,G,Total,90,278
2020-05-05,11,G,UG,20,57
2020-05-05,11,LG1,Alumni,1,4
2020-05-05,11,LG1,Non-HKUST,3,6
2020-05-05,11,LG1,Others(HKUST),1,10
2020-05-05,11,LG1,RPG,6,35
2020-05-05,11,LG1,Staff,12,44
2020-05-05,11,LG1,TPG,25,105
2020-05-05,11,LG1,Total,90,412
2020-05-05,11,LG1,UG,42,208
2020-05-05,11,LG3,Alumni,1,3
2020-05-05,11,LG3,Non-HKUST,1,15
2020-05-05,11,LG3,Others(HKUST),0,0
2020-05-05,11,LG3,RPG,3,6
2020-05-05,11,LG3,Staff,8,17
2020-05-05,11,LG3,TPG,2,3
2020-05-05,11,LG3,Total,25,85
2020-05-05,11,LG3,UG,10,41
2020-05-05,11,LG4,Alumni,3,10
2020-05-05,11,LG4,Non-HKUST,2,3
2020-05-05,11,LG4,Others(HKUST),1,4
2020-05-05,11,LG4,RPG,11,33
2020-05-05,11,LG4,Staff,4,18
2020-05-05,11,LG4,TPG,6,22
2020-05-05,11,LG4,Total,45,171
2020-05-05,11,LG4,UG,18,81
2020-05-05,12,1,Alumni,0,0
2020-05-05,12,1,Non-HKUST,0,0
2020-05-05,12,1,Others(HKUST),2,6
2020-05-05,12,1,RPG,4,11
2020-05-05,12,1,Staff,42,132
2020-05-05,12,1,TPG,9,39
2020-05-05,12,1,Total,69,262
2020-05-05,12,1,UG,12,74
2020-05-05,12,All-Floors,Alumni,7,23
2020-05-05,12,All-Floors,Non-HKUST,6,13
2020-05-05,12,All-Floors,Others(HKUST),7,28
2020-05-05,12,All-Floors,RPG,43,116
2020-05-05,12,All-Floors,Staff,109,376
2020-05-05,12,All-Floors,TPG,64,343
2020-05-05,12,All-Floors,Total,361,1531
2020-05-05,12,All-Floors,UG,125,632
2020-05-05,12,G,Alumni,3,7
2020-05-05,12,G,Non-HKUST,0,0
2020-05-05,12,G,Others(HKUST),3,5
2020-05-05,12,G,RPG,9,25
2020-05-05,12,G,Staff,58,137
2020-05-05,12,G,TPG,36,125
2020-05-05,12,G,Total,148,414
2020-05-05,12,G,UG,39,115
2020-05-05,12,LG1,Alumni,1,2
2020-05-05,12,LG1,Non-HKUST,4,11
2020-05-05,12,LG1,Others(HKUST),2,11
2020-05-05,12,LG1,RPG,9,31
2020-05-05,12,LG1,Staff,15,49
2020-05-05,12,LG1,TPG,24,112
2020-05-05,12,LG1,Total,113,505
2020-05-05,12,LG1,UG,58,289
2020-05-05,12,LG3,Alumni,1,4
2020-05-05,12,LG3,Non-HKUST,0,0
2020-05-05,12,LG3,Others(HKUST),2,2
2020-05-05,12,LG3,RPG,14,17
2020-05-05,12,LG3,Staff,16,29
2020-05-05,12,LG3,TPG,5,25
2020-05-05,12,LG3,Total,53,128
2020-05-05,12,LG3,UG,15,51
2020-05-05,12,LG4,Alumni,3,10
2020-05-05,12,LG4,Non-HKUST,2,2
2020-05-05,12,LG4,Others(HKUST),1,4
2020-05-05,12,LG4,RPG,15,32
2020-05-05,12,LG4,Staff,23,29
2020-05-05,12,LG4,TPG,11,42
2020-05-05,12,LG4,Total,85,222
2020-05-05,12,LG4,UG,30,103
2020-05-05,13,1,Alumni,1,2
2020-05-05,13,1,Non-HKUST,0,0
2020-05-05,13,1,Others(HKUST),2,11
2020-05-05,13,1,RPG,4,16
2020-05-05,13,1,Staff,39,116
2020-05-05,13,1,TPG,11,32
2020-05-05,13,1,Total,67,227
2020-05-05,13,1,UG,10,50
2020-05-05,13,All-Floors,Alumni,7,26
2020-05-05,13,All-Floors,Non-HKUST,8,24
2020-05-05,13,All-Floors,Others(HKUST),7,46
2020-05-05,13,All-Floors,RPG,41,144
2020-05-05,13,All-Floors,Staff,126,396
2020-05-05,13,All-Floors,TPG,73,353
2020-05-05,13,All-Floors,Total,409,1880
2020-05-05,13,All-Floors,UG,147,891
2020-05-05,13,G,Alumni,3,6
2020-05-05,13,G,Non-HKUST,1,3
2020-05-05,13,G,Others(HKUST),5,9
2020-05-05,13,G,RPG,13,31
2020-05-05,13,G,Staff,64,176
2020-05-05,13,G,TPG,30,137
2020-05-05,13,G,Total,169,549
2020-05-05,13,G,UG,53,187
2020-05-05,13,LG1,Alumni,1,6
2020-05-05,13,LG1,Non-HKUST,8,21
2020-05-05,13,LG1,Others(HKUST),2,21
2020-05-05,13,LG1,RPG,11,46
2020-05-05,13,LG1,Staff,13,39
2020-05-05,13,LG1,TPG,27,126
2020-05-05,13,LG1,Total,141,692
2020-05-05,13,LG1,UG,79,433
2020-05-05,13,LG3,Alumni,1,3
2020-05-05,13,LG3,Non-HKUST,0,0
2020-05-05,13,LG3,Others(HKUST),0,0
2020-05-05,13,LG3,RPG,7,11
2020-05-05,13,LG3,Staff,23,38
2020-05-05,13,LG3,TPG,5,15
2020-05-05,13,LG3,Total,53,147
2020-05-05,13,LG3,UG,17,80
2020-05-05,13,LG4,Alumni,2,9
2020-05-05,13,LG4,Non-HKUST,0,0
2020-05-05,13,LG4,Others(HKUST),2,5
2020-05-05,13,LG4,RPG,15,40
2020-05-05,13,LG4,Staff,21,27
2020-05-05,13,LG4,TPG,10,43
2020-05-05,13,LG4,Total,85,265
2020-05-05,13,LG4,UG,35,141
2020-05-05,14,1,Alumni,1,2
2020-05-05,14,1,Non-HKUST,0,0
2020-05-05,14,1,Others(HKUST),3,5
2020-05-05,14,1,RPG,7,30
2020-05-05,14,1,Staff,44,143
2020-05-05,14,1,TPG,7,28
2020-05-05,14,1,Total,71,257
2020-05-05,14,1,UG,9,49
2020-05-05,14,All-Floors,Alumni,7,17
2020-05-05,14,All-Floors,Non-HKUST,9,24
2020-05-05,14,All-Floors,Others(HKUST),6,31
2020-05-05,14,All-Floors,RPG,35,151
2020-05-05,14,All-Floors,Staff,102,433
2020-05-05,14,All-Floors,TPG,73,382
2020-05-05,14,All-Floors,Total,398,1910
2020-05-05,14,All-Floors,UG,166,872
2020-05-05,14,G,Alumni,1,2
2020-05-05,14,G,Non-HKUST,1,1
2020-05-05,14,G,Others(HKUST),3,5
2020-05-05,14,G,RPG,15,39
2020-05-05,14,G,Staff,58,171
2020-05-05,14,G,TPG,32,128
2020-05-05,14,G,Total,162,503
2020-05-05,14,G,UG,52,157
2020-05-05,14,LG1,Alumni,2,5
2020-05-05,14,LG1,Non-HKUST,9,23
2020-05-05,14,LG1,Others(HKUST),2,15
2020-05-05,14,LG1,RPG,9,45
2020-05-05,14,LG1,Staff,12,45
2020-05-05,14,LG1,TPG,31,136
2020-05-05,14,LG1,Total,152,651
2020-05-05,14,LG1,UG,87,382
2020-05-05,14,LG3,Alumni,1,2
2020-05-05,14,LG3,Non-HKUST,0,0
2020-05-05,14,LG3,Others(HKUST),1,1
2020-05-05,14,LG3,RPG,5,8
2020-05-05,14,LG3,Staff,16,38
2020-05-05,14,LG3,TPG,8,37
2020-05-05,14,LG3,Total,50,169
2020-05-05,14,LG3,UG,19,83
2020-05-05,14,LG4,Alumni,3,6
2020-05-05,14,LG4,Non-HKUST,0,0
2020-05-05,14,LG4,Others(HKUST),2,5
2020-05-05,14,LG4,RPG,6,29
2020-05-05,14,LG4,Staff,10,36
2020-05-05,14,LG4,TPG,9,53
2020-05-05,14,LG4,Total,76,330
2020-05-05,14,LG4,UG,46,201
2020-05-05,15,1,Alumni,1,2
2020-05-05,15,1,Non-HKUST,0,0
2020-05-05,15,1,Others(HKUST),2,4
2020-05-05,15,1,RPG,6,24
2020-05-05,15,1,Staff,42,149
2020-05-05,15,1,TPG,8,34
2020-05-05,15,1,Total,69,259
2020-05-05,15,1,UG,10,46
2020-05-05,15,All-Floors,Alumni,8,37
2020-05-05,15,All-Floors,Non-HKUST,12,35
2020-05-05,15,All-Floors,Others(HKUST),6,29
2020-05-05,15,All-Floors,RPG,41,163
2020-05-05,15,All-Floors,Staff,97,396
2020-05-05,15,All-Floors,TPG,73,367
2020-05-05,15,All-Floors,Total,409,1931
2020-05-05,15,All-Floors,UG,172,904
2020-05-05,15,G,Alumni,3,6
2020-05-05,15,G,Non-HKUST,4,6
2020-05-05,15,G,Others(HKUST),3,5
2020-05-05,15,G,RPG,16,51
2020-05-05,15,G,Staff,53,146
2020-05-05,15,G,TPG,31,136
2020-05-05,15,G,Total,162,518
2020-05-05,15,G,UG,52,168
2020-05-05,15,LG1,Alumni,2,8
2020-05-05,15,LG1,Non-HKUST,8,23
2020-05-05,15,LG1,Others(HKUST),3,16
2020-05-05,15,LG1,RPG,15,64
2020-05-05,15,LG1,Staff,12,48
2020-05-05,15,LG1,TPG,25,120
2020-05-05,15,LG1,Total,151,692
2020-05-05,15,LG1,UG,86,413
2020-05-05,15,LG3,Alumni,2,12
2020-05-05,15,LG3,Non-HKUST,0,0
2020-05-05,15,LG3,Others(HKUST),0,0
2020-05-05,15,LG3,RPG,2,3
2020-05-05,15,LG3,Staff,12,25
2020-05-05,15,LG3,TPG,6,26
2020-05-05,15,LG3,Total,42,150
2020-05-05,15,LG3,UG,20,84
2020-05-05,15,LG4,Alumni,2,9
2020-05-05,15,LG4,Non-HKUST,3,6
2020-05-05,15,LG4,Others(HKUST),1,4
2020-05-05,15,LG4,RPG,6,21
2020-05-05,15,LG4,Staff,10,28
2020-05-05,15,LG4,TPG,11,51
2020-05-05,15,LG4,Total,77,312
2020-05-05,15,LG4,UG,44,193
2020-05-05,16,1,Alumni,2,3
2020-05-05,16,1,Non-HKUST,0,0
2020-05-05,16,1,Others(HKUST),2,6
2020-05-05,16,1,RPG,6,29
2020-05-05,16,1,Staff,38,133
2020-05-05,16,1,TPG,8,37
2020-05-05,16,1,Total,64,260
2020-05-05,16,1,UG,8,52
2020-05-05,16,All-Floors,Alumni,7,29
2020-05-05,16,All-Floors,Non-HKUST,12,39
2020-05-05,16,All-Floors,Others(HKUST),6,34
2020-05-05,16,All-Floors,RPG,45,196
2020-05-05,16,All-Floors,Staff,91,354
2020-05-05,16,All-Floors,TPG,76,429
2020-05-05,16,All-Floors,Total,414,2069
2020-05-05,16,All-Floors,UG,177,988
2020-05-05,16,G,Alumni,1,2
2020-05-05,16,G,Non-HKUST,3,7
2020-05-05,16,G,Others(HKUST),5,8
2020-05-05,16,G,RPG,16,57
2020-05-05,16,G,Staff,46,129
2020-05-05,16,G,TPG,33,151
2020-05-05,16,G,Total,153,494
2020-05-05,16,G,UG,49,140
2020-05-05,16,LG1,Alumni,2,11
2020-05-05,16,LG1,Non-HKUST,7,27
2020-05-05,16,LG1,Others(HKUST),2,15
2020-05-05,16,LG1,RPG,17,77
2020-05-05,16,LG1,Staff,11,41
2020-05-05,16,LG1,TPG,24,130
2020-05-05,16,LG1,Total,157,781
2020-05-05,16,LG1,UG,94,480
2020-05-05,16,LG3,Alumni,1,6
2020-05-05,16,LG3,Non-HKUST,0,0
2020-05-05,16,LG3,Others(HKUST),0,0
2020-05-05,16,LG3,RPG,6,8
2020-05-05,16,LG3,Staff,15,29
2020-05-05,16,LG3,TPG,11,40
2020-05-05,16,LG3,Total,56,171
2020-05-05,16,LG3,UG,23,88
2020-05-05,16,LG4,Alumni,2,7
2020-05-05,16,LG4,Non-HKUST,3,5
2020-05-05,16,LG4,Others(HKUST),2,5
2020-05-05,16,LG4,RPG,5,25
2020-05-05,16,LG4,Staff,11,22
2020-05-05,16,LG4,TPG,13,71
2020-05-05,16,LG4,Total,85,363
2020-05-05,16,LG4,UG,49,228
2020-05-05,17,1,Alumni,1,3
2020-05-05,17,1,Non-HKUST,0,0
2020-05-05,17,1,Others(HKUST),2,3
2020-05-05,17,1,RPG,7,24
2020-05-05,17,1,Staff,41,91
2020-05-05,17,1,TPG,6,21
2020-05-05,17,1,Total,66,190
2020-05-05,17,1,UG,9,48
2020-05-05,17,All-Floors,Alumni,7,36
2020-05-05,17,All-Floors,Non-HKUST,13,25
2020-05-05,17,All-Floors,Others(HKUST),6,28
2020-05-05,17,All-Floors,RPG,51,176
2020-05-05,17,All-Floors,Staff,85,266
2020-05-05,17,All-Floors,TPG,71,335
2020-05-05,17,All-Floors,Total,401,1684
2020-05-05,17,All-Floors,UG,168,818
2020-05-05,17,G,Alumni,2,3
2020-05-05,17,G,Non-HKUST,2,3
2020-05-05,17,G,Others(HKUST),3,8
2020-05-05,17,G,RPG,17,40
2020-05-05,17,G,Staff,43,113
2020-05-05,17,G,TPG,35,139
2020-05-05,17,G,Total,146,432
2020-05-05,17,G,UG,44,126
2020-05-05,17,LG1,Alumni,2,11
2020-05-05,17,LG1,Non-HKUST,8,16
2020-05-05,17,LG1,Others(HKUST),2,13
2020-05-05,17,LG1,RPG,18,60
2020-05-05,17,LG1,Staff,9,40
2020-05-05,17,LG1,TPG,25,85
2020-05-05,17,LG1,Total,153,612
2020-05-05,17,LG1,UG,89,387
2020-05-05,17,LG3,Alumni,2,9
2020-05-05,17,LG3,Non-HKUST,0,0
2020-05-05,17,LG3,Others(HKUST),0,0
2020-05-05,17,LG3,RPG,9,21
2020-05-05,17,LG3,Staff,5,14
2020-05-05,17,LG3,TPG,10,30
2020-05-05,17,LG3,Total,50,147
2020-05-05,17,LG3,UG,24,73
2020-05-05,17,LG4,Alumni,3,10
2020-05-05,17,LG4,Non-HKUST,3,6
2020-05-05,17,LG4,Others(HKUST),1,4
2020-05-05,17,LG4,RPG,17,31
2020-05-05,17,LG4,Staff,5,8
2020-05-05,17,LG4,TPG,14,60
2020-05-05,17,LG4,Total,82,303
2020-05-05,17,LG4,UG,39,184
2020-05-05,18,1,Alumni,1,3
2020-05-05,18,1,Non-HKUST,0,0
2020-05-05,18,1,Others(HKUST),1,2
2020-05-05,18,1,RPG,9,19
2020-05-05,18,1,Staff,13,28
2020-05-05,18,1,TPG,7,28
2020-05-05,18,1,Total,38,106
2020-05-05,18,1,UG,7,26
2020-05-05,18,All-Floors,Alumni,5,15
2020-05-05,18,All-Floors,Non-HKUST,9,17
2020-05-05,18,All-Floors,Others(HKUST),6,29
2020-05-05,18,All-Floors,RPG,64,158
2020-05-05,18,All-Floors,Staff,35,97
2020-05-05,18,All-Floors,TPG,54,214
2020-05-05,18,All-Floors,Total,327,1230
2020-05-05,18,All-Floors,UG,154,700
2020-05-05,18,G,Alumni,1,1
2020-05-05,18,G,Non-HKUST,2,5
2020-05-05,18,G,Others(HKUST),3,6
2020-05-05,18,G,RPG,18,41
2020-05-05,18,G,Staff,15,40
2020-05-05,18,G,TPG,25,71
2020-05-05,18,G,Total,117,281
2020-05-05,18,G,UG,53,117
2020-05-05,18,LG1,Alumni,3,6
2020-05-05,18,LG1,Non-HKUST,7,12
2020-05-05,18,LG1,Others(HKUST),2,16
2020-05-05,18,LG1,RPG,9,35
2020-05-05,18,LG1,Staff,3,14
2020-05-05,18,LG1,TPG,16,52
2020-05-05,18,LG1,Total,121,493
2020-05-05,18,LG1,UG,81,358
