Date,Period,User-Group,User-Count,WiFi-Conn
2020-10-01,Afternoon,Alumni,1,1
2020-10-01,Afternoon,Non-HKUST,1,1
2020-10-01,Afternoon,Others(HKUST),3,21
2020-10-01,Afternoon,RPG,31,37
2020-10-01,Afternoon,Staff,12,24
2020-10-01,Afternoon,TPG,1,1
2020-10-01,Afternoon,Total,88,135
2020-10-01,Afternoon,UG,39,50
2020-10-01,All-Periods,Alumni,2,2
2020-10-01,All-Periods,Non-HKUST,3,3
2020-10-01,All-Periods,Others(HKUST),4,53
2020-10-01,All-Periods,RPG,75,85
2020-10-01,All-Periods,Staff,21,48
2020-10-01,All-Periods,TPG,3,3
2020-10-01,All-Periods,Total,188,313
2020-10-01,All-Periods,UG,80,119
2020-10-01,Early-Morning,Alumni,0,0
2020-10-01,Early-Morning,Non-HKUST,0,0
2020-10-01,Early-Morning,Others(HKUST),4,23
2020-10-01,Early-Morning,RPG,0,0
2020-10-01,Early-Morning,Staff,4,6
2020-10-01,Early-Morning,TPG,0,0
2020-10-01,Early-Morning,Total,10,32
2020-10-01,Early-Morning,UG,2,3
2020-10-01,Evening,Alumni,0,0
2020-10-01,Evening,Non-HKUST,0,0
2020-10-01,Evening,Others(HKUST),3,24
2020-10-01,Evening,RPG,6,6
2020-10-01,Evening,Staff,5,10
2020-10-01,Evening,TPG,0,0
2020-10-01,Evening,Total,18,50
2020-10-01,Evening,UG,4,10
2020-10-01,Late-Afternoon,Alumni,0,0
2020-10-01,Late-Afternoon,Non-HKUST,0,0
2020-10-01,Late-Afternoon,Others(HKUST),3,19
2020-10-01,Late-Afternoon,RPG,33,34
2020-10-01,Late-Afternoon,Staff,6,9
2020-10-01,Late-Afternoon,TPG,1,1
2020-10-01,Late-Afternoon,Total,61,90
2020-10-01,Late-Afternoon,UG,18,27
2020-10-01,Midnight,Alumni,0,0
2020-10-01,Midnight,Non-HKUST,0,0
2020-10-01,Midnight,Others(HKUST),4,27
2020-10-01,Midnight,RPG,0,0
2020-10-01,Midnight,Staff,5,11
2020-10-01,Midnight,TPG,0,0
2020-10-01,Midnight,Total,10,39
2020-10-01,Midnight,UG,1,1
2020-10-01,Morning,Alumni,1,1
2020-10-01,Morning,Non-HKUST,2,2
2020-10-01,Morning,Others(HKUST),4,24
2020-10-01,Morning,RPG,8,8
2020-10-01,Morning,Staff,6,7
2020-10-01,Morning,TPG,1,1
2020-10-01,Morning,Total,45,71
2020-10-01,Morning,UG,23,28
2020-10-02,Afternoon,Alumni,0,0
2020-10-02,Afternoon,Non-HKUST,1,1
2020-10-02,Afternoon,Others(HKUST),3,24
2020-10-02,Afternoon,RPG,20,20
2020-10-02,Afternoon,Staff,13,32
2020-10-02,Afternoon,TPG,4,6
2020-10-02,Afternoon,Total,73,127
2020-10-02,Afternoon,UG,32,44
2020-10-02,All-Periods,Alumni,1,1
2020-10-02,All-Periods,Non-HKUST,4,6
2020-10-02,All-Periods,Others(HKUST),5,47
2020-10-02,All-Periods,RPG,56,60
2020-10-02,All-Periods,Staff,28,84
2020-10-02,All-Periods,TPG,5,7
2020-10-02,All-Periods,Total,172,323
2020-10-02,All-Periods,UG,73,118
2020-10-02,Early-Morning,Alumni,0,0
2020-10-02,Early-Morning,Non-HKUST,0,0
2020-10-02,Early-Morning,Others(HKUST),4,22
2020-10-02,Early-Morning,RPG,0,0
2020-10-02,Early-Morning,Staff,3,9
2020-10-02,Early-Morning,TPG,0,0
2020-10-02,Early-Morning,Total,9,33
2020-10-02,Early-Morning,UG,2,2
2020-10-02,Evening,Alumni,0,0
2020-10-02,Evening,Non-HKUST,2,2
2020-10-02,Evening,Others(HKUST),3,22
2020-10-02,Evening,RPG,6,7
2020-10-02,Evening,Staff,8,16
2020-10-02,Evening,TPG,1,1
2020-10-02,Evening,Total,35,76
2020-10-02,Evening,UG,15,28
2020-10-02,Late-Afternoon,Alumni,1,1
2020-10-02,Late-Afternoon,Non-HKUST,1,2
2020-10-02,Late-Afternoon,Others(HKUST),3,22
2020-10-02,Late-Afternoon,RPG,27,29
2020-10-02,Late-Afternoon,Staff,13,26
2020-10-02,Late-Afternoon,TPG,1,3
2020-10-02,Late-Afternoon,Total,71,117
2020-10-02,Late-Afternoon,UG,25,34
2020-10-02,Midnight,Alumni,0,0
2020-10-02,Midnight,Non-HKUST,0,0
2020-10-02,Midnight,Others(HKUST),4,23
2020-10-02,Midnight,RPG,0,0
2020-10-02,Midnight,Staff,3,8
2020-10-02,Midnight,TPG,0,0
2020-10-02,Midnight,Total,9,33
2020-10-02,Midnight,UG,2,2
2020-10-02,Morning,Alumni,0,0
2020-10-02,Morning,Non-HKUST,1,1
2020-10-02,Morning,Others(HKUST),3,24
2020-10-02,Morning,RPG,6,6
2020-10-02,Morning,Staff,8,20
2020-10-02,Morning,TPG,0,0
2020-10-02,Morning,Total,24,59
2020-10-02,Morning,UG,6,8
