Date,Period,User-Group,User-Count,WiFi-Conn
2019-11-01,Midnight,Staff,7,15
2019-11-01,Midnight,TPG,24,81
2019-11-01,Midnight,RPG,8,21
2019-11-01,Midnight,UG,276,1521
2019-11-01,Midnight,Alumni,0,0
2019-11-01,Midnight,Others(HKUST),5,65
2019-11-01,Midnight,Non-HKUST,7,53
2019-11-01,Midnight,Total,327,1756
2019-11-01,Early-Morning,Staff,7,8
2019-11-01,Early-Morning,TPG,8,23
2019-11-01,Early-Morning,RPG,6,11
2019-11-01,Early-Morning,UG,87,359
2019-11-01,Early-Morning,Alumni,0,0
2019-11-01,Early-Morning,Others(HKUST),5,53
2019-11-01,Early-Morning,Non-HKUST,1,1
2019-11-01,Early-Morning,Total,114,455
2019-11-01,Morning,Staff,128,710
2019-11-01,Morning,TPG,347,2097
2019-11-01,Morning,RPG,79,312
2019-11-01,Morning,UG,1556,6888
2019-11-01,Morning,Alumni,3,13
2019-11-01,Morning,Others(HKUST),14,71
2019-11-01,Morning,Non-HKUST,52,149
2019-11-01,Morning,Total,2179,10240
2019-11-01,Afternoon,Staff,175,897
2019-11-01,Afternoon,TPG,637,4636
2019-11-01,Afternoon,RPG,144,591
2019-11-01,Afternoon,UG,2777,14932
2019-11-01,Afternoon,Alumni,6,49
2019-11-01,Afternoon,Others(HKUST),11,58
2019-11-01,Afternoon,Non-HKUST,96,334
2019-11-01,Afternoon,Total,3846,21497
2019-11-01,Late-Afternoon,Staff,105,491
2019-11-01,Late-Afternoon,TPG,666,4305
2019-11-01,Late-Afternoon,RPG,155,521
2019-11-01,Late-Afternoon,UG,2336,12603
2019-11-01,Late-Afternoon,Alumni,10,63
2019-11-01,Late-Afternoon,Others(HKUST),9,34
2019-11-01,Late-Afternoon,Non-HKUST,79,334
2019-11-01,Late-Afternoon,Total,3360,18351
2019-11-01,Evening,Staff,20,63
2019-11-01,Evening,TPG,255,1192
2019-11-01,Evening,RPG,68,235
2019-11-01,Evening,UG,866,4682
2019-11-01,Evening,Alumni,3,21
2019-11-01,Evening,Others(HKUST),7,25
2019-11-01,Evening,Non-HKUST,38,128
2019-11-01,Evening,Total,1257,6346
2019-11-01,All-Periods,Staff,261,2121
2019-11-01,All-Periods,TPG,854,11946
2019-11-01,All-Periods,RPG,294,1648
2019-11-01,All-Periods,UG,4090,40195
2019-11-01,All-Periods,Alumni,12,141
2019-11-01,All-Periods,Others(HKUST),17,229
2019-11-01,All-Periods,Non-HKUST,142,975
2019-11-01,All-Periods,Total,5670,57255
2019-11-02,Midnight,Staff,6,12
2019-11-02,Midnight,TPG,18,82
2019-11-02,Midnight,RPG,6,15
2019-11-02,Midnight,UG,238,1234
2019-11-02,Midnight,Alumni,1,5
2019-11-02,Midnight,Others(HKUST),6,49
2019-11-02,Midnight,Non-HKUST,6,11
2019-11-02,Midnight,Total,281,1408
2019-11-02,Early-Morning,Staff,6,6
2019-11-02,Early-Morning,TPG,12,50
2019-11-02,Early-Morning,RPG,2,10
2019-11-02,Early-Morning,UG,83,327
2019-11-02,Early-Morning,Alumni,1,1
2019-11-02,Early-Morning,Others(HKUST),5,38
2019-11-02,Early-Morning,Non-HKUST,1,1
2019-11-02,Early-Morning,Total,110,433
2019-11-02,Morning,Staff,32,136
2019-11-02,Morning,TPG,246,1224
2019-11-02,Morning,RPG,58,222
2019-11-02,Morning,UG,613,2546
2019-11-02,Morning,Alumni,10,46
2019-11-02,Morning,Others(HKUST),9,45
2019-11-02,Morning,Non-HKUST,46,174
2019-11-02,Morning,Total,1014,4393
2019-11-02,Afternoon,Staff,31,127
2019-11-02,Afternoon,TPG,546,3485
2019-11-02,Afternoon,RPG,100,392
2019-11-02,Afternoon,UG,1037,5806
2019-11-02,Afternoon,Alumni,32,139
2019-11-02,Afternoon,Others(HKUST),9,27
2019-11-02,Afternoon,Non-HKUST,82,333
2019-11-02,Afternoon,Total,1837,10309
2019-11-02,Late-Afternoon,Staff,34,142
2019-11-02,Late-Afternoon,TPG,446,2743
2019-11-02,Late-Afternoon,RPG,122,501
2019-11-02,Late-Afternoon,UG,951,5902
2019-11-02,Late-Afternoon,Alumni,29,123
2019-11-02,Late-Afternoon,Others(HKUST),7,29
2019-11-02,Late-Afternoon,Non-HKUST,64,245
2019-11-02,Late-Afternoon,Total,1653,9685
2019-11-02,Evening,Staff,12,18
2019-11-02,Evening,TPG,210,889
2019-11-02,Evening,RPG,39,96
2019-11-02,Evening,UG,612,3365
2019-11-02,Evening,Alumni,10,33
2019-11-02,Evening,Others(HKUST),7,25
2019-11-02,Evening,Non-HKUST,31,91
2019-11-02,Evening,Total,921,4517
2019-11-02,All-Periods,Staff,73,416
2019-11-02,All-Periods,TPG,725,8229
2019-11-02,All-Periods,RPG,212,1194
2019-11-02,All-Periods,UG,1682,18536
2019-11-02,All-Periods,Alumni,42,336
2019-11-02,All-Periods,Others(HKUST),10,149
2019-11-02,All-Periods,Non-HKUST,123,840
2019-11-02,All-Periods,Total,2867,29700
2019-11-03,Midnight,Staff,5,9
2019-11-03,Midnight,TPG,13,39
