Date,Floor,User-Group,User-Count,WiFi-Conn,Duration-Sec,Traffic-In-Byte,Traffic-Out-Byte,Traffic-Both-Byte
2016-03-01,1,Staff,84,1342,928654,231741017965,7097944702,238838962667
2016-03-01,1,TPG,115,2917,2066845,243389256135,39987040572,283376296707
2016-03-01,1,RPG,51,503,376350,30983552994,2495340712,33478893706
2016-03-01,1,UG,542,7787,4623551,388759532955,47677180658,436436713613
2016-03-01,1,Alumni,6,159,86305,8890509266,656323790,9546833056
2016-03-01,1,Others(HKUST),1,9,220,151789640,6294210,158083850
2016-03-01,1,Non-HKUST,23,311,159641,24448949314,1969533429,26418482743
2016-03-01,1,Total,822,13028,8241566,928364608269,99889658073,1028254266342
2016-03-01,G,Staff,120,1286,677487,27503215907,1795075420,29298291327
2016-03-01,G,TPG,431,3709,1271858,107722811439,13748310104,121471121543
2016-03-01,G,RPG,149,981,509055,36215196544,3236867766,39452064310
2016-03-01,G,UG,1600,12161,4823366,394218275101,47497397926,441715673027
2016-03-01,G,Alumni,13,62,44136,2244435984,170820060,2415256044
2016-03-01,G,Others(HKUST),15,184,174025,5975443781,943563320,6919007101
2016-03-01,G,Non-HKUST,55,352,115185,11615120896,2128175111,13743296007
2016-03-01,G,Total,2383,18735,7615112,585494499652,69520209707,655014709359
2016-03-01,LG1,Staff,88,731,269501,14928614206,2339661176,17268275382
2016-03-01,LG1,TPG,468,8739,4159538,461198016796,42540612271,503738629067
2016-03-01,LG1,RPG,139,1871,987230,71389356006,9532586980,80921942986
2016-03-01,LG1,UG,2254,35997,19555504,1261781550532,232370683628,1494152234160
2016-03-01,LG1,Alumni,8,114,75909,1435370897,118730700,1554101597
2016-03-01,LG1,Others(HKUST),15,141,431274,1327102135,942911645,2270013780
2016-03-01,LG1,Non-HKUST,75,695,384714,8652747926,1114141681,9766889607
2016-03-01,LG1,Total,3047,48288,25863670,1820712758498,288959328081,2109672086579
2016-03-01,LG3,Staff,75,412,131167,4755675783,505532317,5261208100
2016-03-01,LG3,TPG,294,4041,2169127,282613648792,23684408649,306298057441
2016-03-01,LG3,RPG,121,935,562632,27050051482,6194412565,33244464047
2016-03-01,LG3,UG,1135,9365,4338551,445593133804,85840750791,531433884595
2016-03-01,LG3,Alumni,8,106,40626,1815547507,203520444,2019067951
2016-03-01,LG3,Others(HKUST),10,99,13234,631858796,36208176,668066972
2016-03-01,LG3,Non-HKUST,30,273,119635,3995550415,761280719,4756831134
2016-03-01,LG3,Total,1673,15231,7374972,766455466579,117226113661,883681580240
2016-03-01,LG4,Staff,98,641,173113,16544432328,1140786507,17685218835
2016-03-01,LG4,TPG,351,8000,4339449,507390570790,92834563792,600225134582
2016-03-01,LG4,RPG,174,2653,1393893,75791939550,6539293496,82331233046
2016-03-01,LG4,UG,1496,17564,8622317,579576491772,62287644753,641864136525
2016-03-01,LG4,Alumni,9,192,84710,5472238360,2009872678,7482111038
2016-03-01,LG4,Others(HKUST),15,421,255645,24710682310,2433915442,27144597752
2016-03-01,LG4,Non-HKUST,36,451,251369,12898946600,933829680,13832776280
2016-03-01,LG4,Total,2179,29922,15120496,1222385301710,168179906348,1390565208058
2016-03-01,All-Floors,Staff,272,4412,2179922,295472956189,12879000122,308351956311
2016-03-01,All-Floors,TPG,726,27406,14006817,1602314303952,212794935388,1815109239340
2016-03-01,All-Floors,RPG,365,6943,3829160,241430096576,27998501519,269428598095
2016-03-01,All-Floors,UG,3728,82874,41963289,3069928984164,475673657756,3545602641920
2016-03-01,All-Floors,Alumni,23,633,331686,19858102014,3159267672,23017369686
2016-03-01,All-Floors,Others(HKUST),30,854,874398,32796876662,4362892793,37159769455
2016-03-01,All-Floors,Non-HKUST,125,2082,1030544,61611315151,6906960620,68518275771
2016-03-01,All-Floors,Total,5269,125204,64215816,5323412634708,743775215870,6067187850578
2016-03-02,1,Staff,83,1349,1025157,39051896478,2867091401,41918987879
2016-03-02,1,TPG,162,4079,2938064,332379442705,37172212816,369551655521
2016-03-02,1,RPG,50,725,556139,44207349610,2598053797,46805403407
2016-03-02,1,UG,648,9914,6141648,528859287853,133415807985,662275095838
2016-03-02,1,Alumni,6,100,69584,5056362323,462038324,5518400647
2016-03-02,1,Others(HKUST),3,8,119,133239535,3857144,137096679
2016-03-02,1,Non-HKUST,23,336,158646,22307036907,1264008369,23571045276
2016-03-02,1,Total,975,16511,10889357,971994615411,177783069836,1149777685247
2016-03-02,G,Staff,132,1406,700091,16680550402,1875514937,18556065339
2016-03-02,G,TPG,467,4251,1624667,153208897164,28357484262,181566381426
2016-03-02,G,RPG,166,1393,647637,50458475388,5197821388,55656296776
2016-03-02,G,UG,1976,16019,6381252,488859394933,39354140120,528213535053
2016-03-02,G,Alumni,14,168,81274,11974514806,1067330619,13041845425
2016-03-02,G,Others(HKUST),11,195,222244,794410768,232316200,1026726968
2016-03-02,G,Non-HKUST,49,310,136158,6438130337,539486244,6977616581
2016-03-02,G,Total,2815,23742,9793323,728414373798,76624093770,805038467568
2016-03-02,LG1,Staff,92,775,322339,75109727522,5644425015,80754152537
2016-03-02,LG1,TPG,550,9057,4551769,380164126367,80652617844,460816744211
2016-03-02,LG1,RPG,170,2722,1496304,94121652214,9305196416,103426848630
2016-03-02,LG1,UG,2675,45639,23600025,1162828498385,199030432928,1361858931313
2016-03-02,LG1,Alumni,7,184,72106,3811924871,174621962,3986546833
2016-03-02,LG1,Others(HKUST),11,164,447615,1588613271,776317262,2364930533
2016-03-02,LG1,Non-HKUST,74,805,392386,18506585349,2744332551,21250917900
2016-03-02,LG1,Total,3579,59346,30882544,1736131127979,298327943978,2034459071957
2016-03-02,LG3,Staff,85,706,310724,14796115614,1310441645,16106557259
2016-03-02,LG3,TPG,338,5170,3244095,292280605512,32946834042,325227439554
2016-03-02,LG3,RPG,128,1261,746658,31802394166,3892485957,35694880123
2016-03-02,LG3,UG,1418,12004,5605906,379327509817,39338905424,418666415241
2016-03-02,LG3,Alumni,8,102,59936,7105722071,565838371,7671560442
2016-03-02,LG3,Others(HKUST),9,69,10934,213891185,7541606,221432791
2016-03-02,LG3,Non-HKUST,36,253,168367,4199047211,354231132,4553278343
2016-03-02,LG3,Total,2022,19565,10146620,729725285576,78416278177,808141563753
2016-03-02,LG4,Staff,121,772,173056,9861532493,727742586,10589275079
2016-03-02,LG4,TPG,389,10189,5778802,732009767578,72181834634,804191602212
2016-03-02,LG4,RPG,219,2571,1311895,68413201610,7105892398,75519094008
2016-03-02,LG4,UG,1812,23579,10992360,744811920802,61265216481,806077137283
2016-03-02,LG4,Alumni,12,128,117934,12433053140,533592936,12966646076
2016-03-02,LG4,Others(HKUST),16,359,265685,17623940336,2670289467,20294229803
2016-03-02,LG4,Non-HKUST,49,864,433850,63645827761,5109823482,68755651243
2016-03-02,LG4,Total,2618,38462,19073582,1648799243720,149594391984,1798393635704
2016-03-02,All-Floors,Staff,305,5008,2531367,155499822509,12425215584,167925038093
