Date,Period,User-Group,User-Count,WiFi-Conn
2014-12-01,Midnight,Staff,5,25
2014-12-01,Midnight,TPG,41,221
2014-12-01,Midnight,RPG,12,66
2014-12-01,Midnight,UG,187,1098
2014-12-01,Midnight,Alumni,3,18
2014-12-01,Midnight,Others(HKUST),3,30
2014-12-01,Midnight,Non-HKUST,1,1
2014-12-01,Midnight,Total,252,1459
2014-12-01,Early-Morning,Staff,7,27
2014-12-01,Early-Morning,TPG,10,41
2014-12-01,Early-Morning,RPG,4,20
2014-12-01,Early-Morning,UG,45,202
2014-12-01,Early-Morning,Alumni,1,1
2014-12-01,Early-Morning,Others(HKUST),3,42
2014-12-01,Early-Morning,Non-HKUST,1,1
2014-12-01,Early-Morning,Total,71,334
2014-12-01,Morning,Staff,133,627
2014-12-01,Morning,TPG,330,2877
2014-12-01,Morning,RPG,168,1083
2014-12-01,Morning,UG,917,6209
2014-12-01,Morning,Alumni,16,128
2014-12-01,Morning,Others(HKUST),12,118
2014-12-01,Morning,Non-HKUST,35,178
2014-12-01,Morning,Total,1611,11220
2014-12-01,Afternoon,Staff,249,1060
2014-12-01,Afternoon,TPG,546,6315
2014-12-01,Afternoon,RPG,271,1732
2014-12-01,Afternoon,UG,1741,15516
2014-12-01,Afternoon,Alumni,26,233
2014-12-01,Afternoon,Others(HKUST),23,240
2014-12-01,Afternoon,Non-HKUST,64,460
2014-12-01,Afternoon,Total,2920,25556
2014-12-01,Late-Afternoon,Staff,124,501
2014-12-01,Late-Afternoon,TPG,629,6406
2014-12-01,Late-Afternoon,RPG,297,1597
2014-12-01,Late-Afternoon,UG,1610,13766
2014-12-01,Late-Afternoon,Alumni,25,214
2014-12-01,Late-Afternoon,Others(HKUST),21,190
2014-12-01,Late-Afternoon,Non-HKUST,50,306
2014-12-01,Late-Afternoon,Total,2756,22980
2014-12-01,Evening,Staff,28,138
2014-12-01,Evening,TPG,421,3670
2014-12-01,Evening,RPG,158,1096
2014-12-01,Evening,UG,843,6844
2014-12-01,Evening,Alumni,18,122
2014-12-01,Evening,Others(HKUST),9,87
2014-12-01,Evening,Non-HKUST,18,113
2014-12-01,Evening,Total,1495,12070
2014-12-01,All-Periods,Staff,355,2348
2014-12-01,All-Periods,TPG,730,19225
2014-12-01,All-Periods,RPG,498,5522
2014-12-01,All-Periods,UG,2412,43193
2014-12-01,All-Periods,Alumni,34,713
2014-12-01,All-Periods,Others(HKUST),32,676
2014-12-01,All-Periods,Non-HKUST,86,1044
2014-12-01,All-Periods,Total,4147,72721
2014-12-02,Midnight,Staff,2,20
2014-12-02,Midnight,TPG,60,268
2014-12-02,Midnight,RPG,15,63
2014-12-02,Midnight,UG,235,1636
2014-12-02,Midnight,Alumni,2,21
2014-12-02,Midnight,Others(HKUST),4,35
2014-12-02,Midnight,Non-HKUST,2,4
2014-12-02,Midnight,Total,320,2047
2014-12-02,Early-Morning,Staff,8,37
2014-12-02,Early-Morning,TPG,7,22
2014-12-02,Early-Morning,RPG,5,12
2014-12-02,Early-Morning,UG,56,223
2014-12-02,Early-Morning,Alumni,0,0
2014-12-02,Early-Morning,Others(HKUST),4,36
2014-12-02,Early-Morning,Non-HKUST,1,4
2014-12-02,Early-Morning,Total,81,334
2014-12-02,Morning,Staff,131,656
2014-12-02,Morning,TPG,356,2655
2014-12-02,Morning,RPG,175,1055
2014-12-02,Morning,UG,947,5954
2014-12-02,Morning,Alumni,18,94
2014-12-02,Morning,Others(HKUST),17,115
2014-12-02,Morning,Non-HKUST,40,151
2014-12-02,Morning,Total,1684,10680
2014-12-02,Afternoon,Staff,230,1118
2014-12-02,Afternoon,TPG,611,7303
2014-12-02,Afternoon,RPG,295,1968
2014-12-02,Afternoon,UG,1636,13719
2014-12-02,Afternoon,Alumni,22,180
2014-12-02,Afternoon,Others(HKUST),30,250
2014-12-02,Afternoon,Non-HKUST,57,348
2014-12-02,Afternoon,Total,2881,24886
2014-12-02,Late-Afternoon,Staff,144,640
2014-12-02,Late-Afternoon,TPG,671,7538
2014-12-02,Late-Afternoon,RPG,280,1798
2014-12-02,Late-Afternoon,UG,1562,13111
2014-12-02,Late-Afternoon,Alumni,22,191
2014-12-02,Late-Afternoon,Others(HKUST),26,249
2014-12-02,Late-Afternoon,Non-HKUST,57,320
2014-12-02,Late-Afternoon,Total,2762,23847
2014-12-02,Evening,Staff,39,237
2014-12-02,Evening,TPG,470,4164
2014-12-02,Evening,RPG,142,885
2014-12-02,Evening,UG,887,7587
2014-12-02,Evening,Alumni,13,102
2014-12-02,Evening,Others(HKUST),9,121
2014-12-02,Evening,Non-HKUST,32,148
2014-12-02,Evening,Total,1592,13244
2014-12-02,All-Periods,Staff,355,2679
2014-12-02,All-Periods,TPG,759,21618
2014-12-02,All-Periods,RPG,499,5709
2014-12-02,All-Periods,UG,2388,41772
2014-12-02,All-Periods,Alumni,31,581
2014-12-02,All-Periods,Others(HKUST),40,778
2014-12-02,All-Periods,Non-HKUST,87,960
2014-12-02,All-Periods,Total,4159,74097
2014-12-03,Midnight,Staff,5,17
2014-12-03,Midnight,TPG,68,413
2014-12-03,Midnight,RPG,13,68
2014-12-03,Midnight,UG,292,2031
2014-12-03,Midnight,Alumni,3,31
2014-12-03,Midnight,Others(HKUST),3,33
2014-12-03,Midnight,Non-HKUST,3,6
2014-12-03,Midnight,Total,387,2599
2014-12-03,Early-Morning,Staff,9,31
2014-12-03,Early-Morning,TPG,8,34
2014-12-03,Early-Morning,RPG,7,33
2014-12-03,Early-Morning,UG,70,325
2014-12-03,Early-Morning,Alumni,0,0
2014-12-03,Early-Morning,Others(HKUST),3,28
2014-12-03,Early-Morning,Non-HKUST,2,3
2014-12-03,Early-Morning,Total,99,454
2014-12-03,Morning,Staff,139,710
2014-12-03,Morning,TPG,395,2991
2014-12-03,Morning,RPG,170,1138
2014-12-03,Morning,UG,980,6173
2014-12-03,Morning,Alumni,15,109
2014-12-03,Morning,Others(HKUST),13,108
2014-12-03,Morning,Non-HKUST,34,158
2014-12-03,Morning,Total,1746,11387
2014-12-03,Afternoon,Staff,225,968
2014-12-03,Afternoon,TPG,606,7486
2014-12-03,Afternoon,RPG,285,1873
2014-12-03,Afternoon,UG,1749,15684
2014-12-03,Afternoon,Alumni,25,247
2014-12-03,Afternoon,Others(HKUST),25,225
2014-12-03,Afternoon,Non-HKUST,68,421
2014-12-03,Afternoon,Total,2983,26904
2014-12-03,Late-Afternoon,Staff,136,724
2014-12-03,Late-Afternoon,TPG,635,7083
2014-12-03,Late-Afternoon,RPG,283,1447
2014-12-03,Late-Afternoon,UG,1637,13474
2014-12-03,Late-Afternoon,Alumni,29,236
2014-12-03,Late-Afternoon,Others(HKUST),22,208
2014-12-03,Late-Afternoon,Non-HKUST,50,317
2014-12-03,Late-Afternoon,Total,2792,23489
2014-12-03,Evening,Staff,27,141
2014-12-03,Evening,TPG,509,4506
2014-12-03,Evening,RPG,130,916
2014-12-03,Evening,UG,910,7078
2014-12-03,Evening,Alumni,15,116
2014-12-03,Evening,Others(HKUST),10,63
2014-12-03,Evening,Non-HKUST,25,126
2014-12-03,Evening,Total,1626,12946
2014-12-03,All-Periods,Staff,342,2569
2014-12-03,All-Periods,TPG,732,22136
2014-12-03,All-Periods,RPG,475,5410
2014-12-03,All-Periods,UG,2415,44236
2014-12-03,All-Periods,Alumni,34,726
2014-12-03,All-Periods,Others(HKUST),37,642
2014-12-03,All-Periods,Non-HKUST,90,1018
2014-12-03,All-Periods,Total,4125,76737
2014-12-04,Midnight,Staff,5,20
2014-12-04,Midnight,TPG,57,296
2014-12-04,Midnight,RPG,16,97
2014-12-04,Midnight,UG,293,1981
2014-12-04,Midnight,Alumni,1,21
2014-12-04,Midnight,Others(HKUST),4,28
2014-12-04,Midnight,Non-HKUST,3,7
2014-12-04,Midnight,Total,379,2450
2014-12-04,Early-Morning,Staff,8,31
2014-12-04,Early-Morning,TPG,5,16
2014-12-04,Early-Morning,RPG,9,30
2014-12-04,Early-Morning,UG,74,395
2014-12-04,Early-Morning,Alumni,1,3
2014-12-04,Early-Morning,Others(HKUST),4,32
2014-12-04,Early-Morning,Non-HKUST,0,0
2014-12-04,Early-Morning,Total,101,507
2014-12-04,Morning,Staff,128,615
2014-12-04,Morning,TPG,394,3240
2014-12-04,Morning,RPG,153,1066
2014-12-04,Morning,UG,960,6080
2014-12-04,Morning,Alumni,16,125
2014-12-04,Morning,Others(HKUST),16,109
2014-12-04,Morning,Non-HKUST,26,112
2014-12-04,Morning,Total,1693,11347
2014-12-04,Afternoon,Staff,205,747
2014-12-04,Afternoon,TPG,597,5032
2014-12-04,Afternoon,RPG,246,1281
2014-12-04,Afternoon,UG,1625,10267
2014-12-04,Afternoon,Alumni,18,130
2014-12-04,Afternoon,Others(HKUST),21,135
2014-12-04,Afternoon,Non-HKUST,51,185
2014-12-04,Afternoon,Total,2763,17777
2014-12-04,Late-Afternoon,Staff,127,583
2014-12-04,Late-Afternoon,TPG,652,6623
2014-12-04,Late-Afternoon,RPG,290,1673
2014-12-04,Late-Afternoon,UG,1606,12854
2014-12-04,Late-Afternoon,Alumni,23,162
2014-12-04,Late-Afternoon,Others(HKUST),20,205
2014-12-04,Late-Afternoon,Non-HKUST,56,307
2014-12-04,Late-Afternoon,Total,2774,22407
2014-12-04,Evening,Staff,30,207
2014-12-04,Evening,TPG,492,4111
2014-12-04,Evening,RPG,120,783
2014-12-04,Evening,UG,920,7258
2014-12-04,Evening,Alumni,19,84
2014-12-04,Evening,Others(HKUST),9,70
2014-12-04,Evening,Non-HKUST,33,141
2014-12-04,Evening,Total,1623,12654
2014-12-04,All-Periods,Staff,318,2171
2014-12-04,All-Periods,TPG,747,18949
2014-12-04,All-Periods,RPG,456,4874
2014-12-04,All-Periods,UG,2307,38266
2014-12-04,All-Periods,Alumni,32,520
2014-12-04,All-Periods,Others(HKUST),31,553
2014-12-04,All-Periods,Non-HKUST,79,737
2014-12-04,All-Periods,Total,3970,66070
2014-12-05,Midnight,Staff,5,17
2014-12-05,Midnight,TPG,77,400
2014-12-05,Midnight,RPG,16,87
2014-12-05,Midnight,UG,290,1835
2014-12-05,Midnight,Alumni,4,34
2014-12-05,Midnight,Others(HKUST),3,32
2014-12-05,Midnight,Non-HKUST,4,6
2014-12-05,Midnight,Total,399,2411
2014-12-05,Early-Morning,Staff,7,17
2014-12-05,Early-Morning,TPG,16,83
2014-12-05,Early-Morning,RPG,7,16
2014-12-05,Early-Morning,UG,102,512
2014-12-05,Early-Morning,Alumni,1,2
2014-12-05,Early-Morning,Others(HKUST),3,28
2014-12-05,Early-Morning,Non-HKUST,3,4
2014-12-05,Early-Morning,Total,139,662
2014-12-05,Morning,Staff,121,549
2014-12-05,Morning,TPG,392,2716
2014-12-05,Morning,RPG,128,897
2014-12-05,Morning,UG,907,5112
