Date,Period,User-Group,User-Count,WiFi-Conn
2014-09-01,Midnight,Staff,2,22
2014-09-01,Midnight,TPG,1,6
2014-09-01,Midnight,RPG,12,16
2014-09-01,Midnight,UG,15,30
2014-09-01,Midnight,Alumni,0,0
2014-09-01,Midnight,Others(HKUST),5,58
2014-09-01,Midnight,Non-HKUST,0,0
2014-09-01,Midnight,Total,35,132
2014-09-01,Early-Morning,Staff,10,20
2014-09-01,Early-Morning,TPG,4,5
2014-09-01,Early-Morning,RPG,2,2
2014-09-01,Early-Morning,UG,25,36
2014-09-01,Early-Morning,Alumni,0,0
2014-09-01,Early-Morning,Others(HKUST),5,60
2014-09-01,Early-Morning,Non-HKUST,0,0
2014-09-01,Early-Morning,Total,46,123
2014-09-01,Morning,Staff,205,948
2014-09-01,Morning,TPG,329,2189
2014-09-01,Morning,RPG,297,1427
2014-09-01,Morning,UG,2325,8718
2014-09-01,Morning,Alumni,11,101
2014-09-01,Morning,Others(HKUST),26,205
2014-09-01,Morning,Non-HKUST,55,243
2014-09-01,Morning,Total,3248,13831
2014-09-01,Afternoon,Staff,361,1512
2014-09-01,Afternoon,TPG,638,5408
2014-09-01,Afternoon,RPG,475,2232
2014-09-01,Afternoon,UG,4007,18243
2014-09-01,Afternoon,Alumni,21,137
2014-09-01,Afternoon,Others(HKUST),43,344
2014-09-01,Afternoon,Non-HKUST,82,336
2014-09-01,Afternoon,Total,5627,28212
2014-09-01,Late-Afternoon,Staff,242,834
2014-09-01,Late-Afternoon,TPG,611,3961
2014-09-01,Late-Afternoon,RPG,417,1852
2014-09-01,Late-Afternoon,UG,2650,11539
2014-09-01,Late-Afternoon,Alumni,19,141
2014-09-01,Late-Afternoon,Others(HKUST),30,368
2014-09-01,Late-Afternoon,Non-HKUST,65,305
2014-09-01,Late-Afternoon,Total,4034,19000
2014-09-01,Evening,Staff,57,177
2014-09-01,Evening,TPG,255,1189
2014-09-01,Evening,RPG,196,859
2014-09-01,Evening,UG,554,2165
2014-09-01,Evening,Alumni,9,35
2014-09-01,Evening,Others(HKUST),14,96
2014-09-01,Evening,Non-HKUST,20,91
2014-09-01,Evening,Total,1105,4612
2014-09-01,All-Periods,Staff,564,3469
2014-09-01,All-Periods,TPG,897,12714
2014-09-01,All-Periods,RPG,818,6337
2014-09-01,All-Periods,UG,5561,40657
2014-09-01,All-Periods,Alumni,27,403
2014-09-01,All-Periods,Others(HKUST),60,1096
2014-09-01,All-Periods,Non-HKUST,138,965
2014-09-01,All-Periods,Total,8065,65641
2014-09-02,Midnight,Staff,4,26
2014-09-02,Midnight,TPG,4,18
2014-09-02,Midnight,RPG,16,72
2014-09-02,Midnight,UG,37,138
2014-09-02,Midnight,Alumni,0,0
2014-09-02,Midnight,Others(HKUST),3,25
2014-09-02,Midnight,Non-HKUST,0,0
2014-09-02,Midnight,Total,64,279
2014-09-02,Early-Morning,Staff,17,42
2014-09-02,Early-Morning,TPG,3,5
2014-09-02,Early-Morning,RPG,3,3
2014-09-02,Early-Morning,UG,43,102
2014-09-02,Early-Morning,Alumni,0,0
2014-09-02,Early-Morning,Others(HKUST),4,27
2014-09-02,Early-Morning,Non-HKUST,0,0
2014-09-02,Early-Morning,Total,70,179
2014-09-02,Morning,Staff,249,1040
2014-09-02,Morning,TPG,310,1779
2014-09-02,Morning,RPG,259,1283
2014-09-02,Morning,UG,2513,8352
2014-09-02,Morning,Alumni,15,91
2014-09-02,Morning,Others(HKUST),21,206
2014-09-02,Morning,Non-HKUST,47,171
2014-09-02,Morning,Total,3414,12922
2014-09-02,Afternoon,Staff,346,1593
2014-09-02,Afternoon,TPG,645,5491
2014-09-02,Afternoon,RPG,424,2095
2014-09-02,Afternoon,UG,3507,14877
2014-09-02,Afternoon,Alumni,20,134
2014-09-02,Afternoon,Others(HKUST),36,348
2014-09-02,Afternoon,Non-HKUST,69,344
2014-09-02,Afternoon,Total,5047,24882
2014-09-02,Late-Afternoon,Staff,214,810
2014-09-02,Late-Afternoon,TPG,608,4117
2014-09-02,Late-Afternoon,RPG,421,1690
2014-09-02,Late-Afternoon,UG,2787,10283
2014-09-02,Late-Afternoon,Alumni,21,136
2014-09-02,Late-Afternoon,Others(HKUST),24,204
2014-09-02,Late-Afternoon,Non-HKUST,63,216
2014-09-02,Late-Afternoon,Total,4138,17456
2014-09-02,Evening,Staff,47,185
2014-09-02,Evening,TPG,269,1072
2014-09-02,Evening,RPG,176,770
2014-09-02,Evening,UG,581,2660
2014-09-02,Evening,Alumni,9,48
2014-09-02,Evening,Others(HKUST),7,72
2014-09-02,Evening,Non-HKUST,13,45
2014-09-02,Evening,Total,1102,4852
2014-09-02,All-Periods,Staff,585,3658
2014-09-02,All-Periods,TPG,889,12424
2014-09-02,All-Periods,RPG,745,5871
2014-09-02,All-Periods,UG,5483,36369
2014-09-02,All-Periods,Alumni,28,402
2014-09-02,All-Periods,Others(HKUST),47,844
2014-09-02,All-Periods,Non-HKUST,121,769
2014-09-02,All-Periods,Total,7898,60337
2014-09-03,Midnight,Staff,5,22
2014-09-03,Midnight,TPG,11,26
2014-09-03,Midnight,RPG,13,58
2014-09-03,Midnight,UG,40,253
2014-09-03,Midnight,Alumni,1,1
2014-09-03,Midnight,Others(HKUST),3,24
2014-09-03,Midnight,Non-HKUST,1,2
2014-09-03,Midnight,Total,74,386
2014-09-03,Early-Morning,Staff,16,39
2014-09-03,Early-Morning,TPG,1,3
2014-09-03,Early-Morning,RPG,4,19
2014-09-03,Early-Morning,UG,35,114
2014-09-03,Early-Morning,Alumni,0,0
2014-09-03,Early-Morning,Others(HKUST),2,31
2014-09-03,Early-Morning,Non-HKUST,0,0
2014-09-03,Early-Morning,Total,58,206
2014-09-03,Morning,Staff,201,784
2014-09-03,Morning,TPG,304,1865
2014-09-03,Morning,RPG,278,1344
2014-09-03,Morning,UG,1867,6300
2014-09-03,Morning,Alumni,12,66
2014-09-03,Morning,Others(HKUST),26,159
2014-09-03,Morning,Non-HKUST,30,106
2014-09-03,Morning,Total,2718,10624
2014-09-03,Afternoon,Staff,305,1236
