Date,Floor,User-Group,User-Count,WiFi-Conn,Duration-Sec,Traffic-In-Byte,Traffic-Out-Byte,Traffic-Both-Byte
2021-06-01,1,Alumni,4,41,58356,121300982,13158927926,13280228908
2021-06-01,1,Non-HKUST,14,41,97977,89466629,3604626856,3694093485
2021-06-01,1,Others(HKUST),5,18,98357,4200872,57659853,61860725
2021-06-01,1,RPG,20,212,319375,212818983,7893483289,8106302272
2021-06-01,1,Staff,88,1438,1371183,477200674,25121910565,25599111239
2021-06-01,1,TPG,30,173,379013,571662027,10241047947,10812709974
2021-06-01,1,Total,205,2249,2677663,1749621992,87232569981,88982191973
2021-06-01,1,UG,44,326,353402,272971825,27154913545,27427885370
2021-06-01,All-Floors,Alumni,19,451,317546,339361021,30460685484,30800046505
2021-06-01,All-Floors,Non-HKUST,115,1275,790182,872118936,30806297717,31678416653
2021-06-01,All-Floors,Others(HKUST),28,276,495634,62127777,2350770882,2412898659
2021-06-01,All-Floors,RPG,497,3430,2319177,1906640796,89795164526,91701805322
2021-06-01,All-Floors,Staff,560,6115,3093221,1341067979,55162810020,56503877999
2021-06-01,All-Floors,TPG,117,3554,2414814,7230862787,106769483338,114000346125
2021-06-01,All-Floors,Total,2180,24684,15300343,19783102855,592319859957,612102962812
2021-06-01,All-Floors,UG,844,9583,5869769,8030923559,276974647990,285005571549
2021-06-01,G,Alumni,10,151,47449,62754012,2979102185,3041856197
2021-06-01,G,Non-HKUST,53,269,198500,165705478,9016454408,9182159886
2021-06-01,G,Others(HKUST),9,75,67714,11037448,311113395,322150843
2021-06-01,G,RPG,148,1220,497662,347473342,10414797456,10762270798
2021-06-01,G,Staff,206,1795,762765,348910420,16905340851,17254251271
2021-06-01,G,TPG,98,1394,429702,675945106,27848805530,28524750636
2021-06-01,G,Total,838,7915,2937394,2541181676,132058479911,134599661587
2021-06-01,G,UG,314,3011,933602,929355870,64582866086,65512221956
2021-06-01,LG1,Alumni,7,106,72058,55917526,8554543444,8610460970
2021-06-01,LG1,Non-HKUST,38,319,206180,372255440,11091576449,11463831889
2021-06-01,LG1,Others(HKUST),9,43,252215,36316679,1718107919,1754424598
2021-06-01,LG1,RPG,64,834,893050,1035594119,58089842182,59125436301
2021-06-01,LG1,Staff,79,820,419246,381353944,8910869837,9292223781
2021-06-01,LG1,TPG,59,943,748572,4730197337,29218363671,33948561008
2021-06-01,LG1,Total,499,5558,5279768,12158147051,235586539628,247744686679
2021-06-01,LG1,UG,243,2493,2688447,5546512006,118003236126,123549748132
2021-06-01,LG3,Alumni,6,91,36902,14465543,796557678,811023221
2021-06-01,LG3,Non-HKUST,54,410,201656,208369430,5538711769,5747081199
2021-06-01,LG3,Others(HKUST),15,92,34155,5076101,208265282,213341383
2021-06-01,LG3,RPG,265,555,329798,192035501,5689124596,5881160097
2021-06-01,LG3,Staff,312,1088,322369,84018558,2563124972,2647143530
2021-06-01,LG3,TPG,62,509,450748,858683051,24788644533,25647327584
2021-06-01,LG3,Total,1211,4384,2371185,1895311935,76616022939,78511334874
2021-06-01,LG3,UG,497,1639,995557,532663751,37031594109,37564257860
2021-06-01,LG4,Alumni,10,62,102781,84922958,4971554251,5056477209
2021-06-01,LG4,Non-HKUST,43,236,85869,36321959,1554928235,1591250194
2021-06-01,LG4,Others(HKUST),12,48,43193,5496677,55624433,61121110
2021-06-01,LG4,RPG,311,609,279292,118718851,7707917003,7826635854
2021-06-01,LG4,Staff,303,974,217658,49584383,1661563795,1711148178
2021-06-01,LG4,TPG,68,535,406779,394375266,14672621657,15066996923
2021-06-01,LG4,Total,1279,4578,2034333,1438840201,60826247498,62265087699
2021-06-01,LG4,UG,532,2114,898761,749420107,30202038124,30951458231
2021-06-02,1,Alumni,4,101,127639,291674943,14289484193,14581159136
2021-06-02,1,Non-HKUST,11,150,89644,73592039,6687839203,6761431242
2021-06-02,1,Others(HKUST),3,12,86768,854309,3538892,4393201
2021-06-02,1,RPG,24,128,259269,148554884,8144458400,8293013284
2021-06-02,1,Staff,75,1299,1323523,458392744,28730084554,29188477298
2021-06-02,1,TPG,26,357,628728,537853504,27671259329,28209112833
2021-06-02,1,Total,174,2226,2713656,1643287457,93914817192,95558104649
2021-06-02,1,UG,31,179,198085,132365034,8388152621,8520517655
2021-06-02,All-Floors,Alumni,31,627,472794,902538801,35441867778,36344406579
2021-06-02,All-Floors,Non-HKUST,118,1065,829562,1603803326,135957531209,137561334535
2021-06-02,All-Floors,Others(HKUST),28,280,542245,68255954,1429347513,1497603467
2021-06-02,All-Floors,RPG,532,3580,2519727,2878534825,77403033168,80281567993
2021-06-02,All-Floors,Staff,603,5813,3093411,1338448420,68724973905,70063422325
2021-06-02,All-Floors,TPG,127,3169,2735536,5451196039,160496355137,165947551176
2021-06-02,All-Floors,Total,2225,24324,15740698,20883984553,753241098319,774125082872
2021-06-02,All-Floors,UG,786,9790,5547423,8641207188,273787989609,282429196797
2021-06-02,G,Alumni,15,158,52441,61381679,3702059464,3763441143
2021-06-02,G,Non-HKUST,59,304,263548,290692174,5783724071,6074416245
2021-06-02,G,Others(HKUST),10,62,99951,15884107,395580353,411464460
2021-06-02,G,RPG,135,1170,525849,787987255,14393292877,15181280132
2021-06-02,G,Staff,185,1608,784637,313999294,7264021981,7578021275
2021-06-02,G,TPG,103,1194,429770,586618421,34506691734,35093310155
2021-06-02,G,Total,828,7405,3176671,2936844944,122324025558,125260870502
2021-06-02,G,UG,321,2909,1020475,880282014,56278655078,57158937092
2021-06-02,LG1,Alumni,8,242,166075,451294508,10528986598,10980281106
2021-06-02,LG1,Non-HKUST,34,247,199436,926552308,115912055626,116838607934
2021-06-02,LG1,Others(HKUST),7,83,270189,39930451,940054116,979984567
2021-06-02,LG1,RPG,77,995,1101972,1544581733,39851374840,41395956573
2021-06-02,LG1,Staff,75,984,462752,262716483,7922335697,8185052180
2021-06-02,LG1,TPG,56,832,792735,3467208758,49405223258,52872432016
2021-06-02,LG1,Total,513,6483,5429863,13024736410,352620175818,365644912228
2021-06-02,LG1,UG,256,3100,2436704,6332452169,128060145683,134392597852
2021-06-02,LG3,Alumni,16,61,52408,51958110,3640102914,3692061024
2021-06-02,LG3,Non-HKUST,49,194,209690,193419852,5075021532,5268441384
2021-06-02,LG3,Others(HKUST),13,58,5117,924797,4529933,5454730
2021-06-02,LG3,RPG,327,672,352927,257904423,9582721086,9840625509
2021-06-02,LG3,Staff,346,1092,322153,245922181,22892380175,23138302356
2021-06-02,LG3,TPG,52,395,399523,427397985,18350438607,18777836592
2021-06-02,LG3,Total,1245,4103,2428611,1899373621,101020577773,102919951394
2021-06-02,LG3,UG,442,1631,1086793,721846273,41475383526,42197229799
2021-06-02,LG4,Alumni,14,65,74231,46229561,3281234609,3327464170
2021-06-02,LG4,Non-HKUST,44,170,67244,119546953,2498890777,2618437730
2021-06-02,LG4,Others(HKUST),14,65,80220,10662290,85644219,96306509
2021-06-02,LG4,RPG,345,615,279710,139506530,5431185965,5570692495
2021-06-02,LG4,Staff,333,830,200346,57417718,1916151498,1973569216
2021-06-02,LG4,TPG,55,391,484780,432117371,30562742209,30994859580
2021-06-02,LG4,Total,1256,4107,1991897,1379742121,83361501978,84741244099
2021-06-02,LG4,UG,451,1971,805366,574261698,39585652701,40159914399
2021-06-03,1,Alumni,3,44,84155,193198946,8676171401,8869370347
2021-06-03,1,Non-HKUST,12,61,72081,61508072,1218187586,1279695658
2021-06-03,1,Others(HKUST),4,62,57458,3839933,83236006,87075939
2021-06-03,1,RPG,25,357,318668,1313501273,52638945937,53952447210
2021-06-03,1,Staff,73,1225,1292365,528683720,30164230563,30692914283
2021-06-03,1,TPG,31,335,588612,564413818,21028172707,21592586525
2021-06-03,1,Total,195,2566,3124339,3123694487,146237585792,149361280279
2021-06-03,1,UG,47,482,711000,458548725,32428641592,32887190317
2021-06-03,All-Floors,Alumni,21,345,364743,520223885,30065688838,30585912723
2021-06-03,All-Floors,Non-HKUST,104,1267,753001,830805529,40894637387,41725442916
2021-06-03,All-Floors,Others(HKUST),23,221,383980,39663758,1773796526,1813460284
2021-06-03,All-Floors,RPG,528,3959,2924500,4563906832,164210244501,168774151333
2021-06-03,All-Floors,Staff,558,6042,3103046,1314785964,88305361786,89620147750
2021-06-03,All-Floors,TPG,124,3048,2523233,5057308551,139675520980,144732829531
2021-06-03,All-Floors,Total,2050,24201,15662736,18562024935,824912659528,843474684463
2021-06-03,All-Floors,UG,692,9319,5610233,6235330416,359987409510,366222739926
2021-06-03,G,Alumni,9,124,46625,24400413,1892952927,1917353340
2021-06-03,G,Non-HKUST,54,288,127282,92198502,9545787678,9637986180
2021-06-03,G,Others(HKUST),6,40,102658,2192833,63017631,65210464
2021-06-03,G,RPG,145,1343,868024,1073384823,60886258924,61959643747
2021-06-03,G,Staff,184,1818,713141,312663959,31179111478,31491775437
2021-06-03,G,TPG,102,1296,670480,467199606,50219214819,50686414425
2021-06-03,G,Total,806,7942,3375399,3121825460,268710536694,271832362154
2021-06-03,G,UG,306,3033,847189,1149785324,114924193237,116073978561
2021-06-03,LG1,Alumni,6,119,115025,208738539,5757610550,5966349089
2021-06-03,LG1,Non-HKUST,39,340,310079,488928551,19639772777,20128701328
2021-06-03,LG1,Others(HKUST),6,26,173100,29821113,1595032371,1624853484
2021-06-03,LG1,RPG,82,781,834815,1740275399,31131428904,32871704303
2021-06-03,LG1,Staff,84,955,562691,340410807,22288748934,22629159741
2021-06-03,LG1,TPG,47,651,679038,3529718206,17902449956,21432168162
2021-06-03,LG1,Total,465,5111,4659856,8579948183,210520233201,219100181384
2021-06-03,LG1,UG,201,2239,1985108,2242055568,112205189709,114447245277
2021-06-03,LG3,Alumni,8,20,55384,59691425,1816276532,1875967957
2021-06-03,LG3,Non-HKUST,44,329,137484,84597218,2622528061,2707125279
2021-06-03,LG3,Others(HKUST),16,42,5955,172545,1362436,1534981
2021-06-03,LG3,RPG,302,765,430703,220304230,8790356692,9010660922
2021-06-03,LG3,Staff,338,1201,369998,74468949,2521919125,2596388074
2021-06-03,LG3,TPG,58,276,243050,158912473,5977738204,6136650677
2021-06-03,LG3,Total,1143,4223,2366490,1567570937,72572312456,74139883393
2021-06-03,LG3,UG,377,1590,1123916,969424097,50842131406,51811555503
2021-06-03,LG4,Alumni,11,38,63554,34194562,11922677428,11956871990
2021-06-03,LG4,Non-HKUST,39,249,106075,103573186,7868361285,7971934471
2021-06-03,LG4,Others(HKUST),12,51,44809,3637334,31148082,34785416
2021-06-03,LG4,RPG,336,713,472290,216441107,10763254044,10979695151
2021-06-03,LG4,Staff,303,843,164851,58558529,2151351686,2209910215
2021-06-03,LG4,TPG,62,490,342053,337064448,44547945294,44885009742
2021-06-03,LG4,Total,1158,4359,2136652,2168985868,126871991385,129040977253
2021-06-03,LG4,UG,395,1975,943020,1415516702,49587253566,51002770268
2021-06-04,1,Alumni,2,71,79520,153787779,7556231359,7710019138
2021-06-04,1,Non-HKUST,5,8,36785,25428101,1228189077,1253617178
2021-06-04,1,Others(HKUST),6,69,65607,10424266,1174136577,1184560843
2021-06-04,1,RPG,18,175,224608,98928984,5754613972,5853542956
2021-06-04,1,Staff,78,1138,1224293,351527744,13229188821,13580716565
2021-06-04,1,TPG,24,328,452359,1649453237,34645605778,36295059015
2021-06-04,1,Total,167,2046,2414936,2727984154,149227743101,151955727255
2021-06-04,1,UG,34,257,331764,438434043,85639777517,86078211560
2021-06-04,All-Floors,Alumni,30,635,467695,647686506,30552709483,31200395989
2021-06-04,All-Floors,Non-HKUST,119,788,738511,587294854,33491619267,34078914121
2021-06-04,All-Floors,Others(HKUST),24,579,414838,61285846,1559499936,1620785782
2021-06-04,All-Floors,RPG,522,3577,2520625,2868330579,80710193978,83578524557
2021-06-04,All-Floors,Staff,612,5532,2794492,1241709485,41913252092,43154961577
2021-06-04,All-Floors,TPG,110,2609,2146124,4707551622,111745686713,116453238335
2021-06-04,All-Floors,Total,1974,22382,14030686,16065542164,686518827072,702584369236
2021-06-04,All-Floors,UG,557,8662,4948401,5951683272,386545865603,392497548875
2021-06-04,G,Alumni,15,127,10822,2331082,73728838,76059920
2021-06-04,G,Non-HKUST,52,167,190034,100375734,4077240685,4177616419
2021-06-04,G,Others(HKUST),9,100,45791,11931498,137215217,149146715
2021-06-04,G,RPG,117,1322,820285,817658391,30245733553,31063391944
2021-06-04,G,Staff,194,1674,669603,515398264,11078356347,11593754611
2021-06-04,G,TPG,87,1001,443590,354342144,17785763508,18140105652
2021-06-04,G,Total,748,7184,3011634,2812917476,117051209095,119864126571
2021-06-04,G,UG,274,2793,831509,1010880363,53653170947,54664051310
2021-06-04,LG1,Alumni,14,220,192309,400456912,8587695109,8988152021
2021-06-04,LG1,Non-HKUST,38,272,273758,183086249,17054311197,17237397446
2021-06-04,LG1,Others(HKUST),7,48,178388,33140406,81602798,114743204
2021-06-04,LG1,RPG,60,764,776489,1199255997,26331168097,27530424094
2021-06-04,LG1,Staff,80,663,274370,168467296,8445208386,8613675682
2021-06-04,LG1,TPG,46,612,661219,2377824343,32390274805,34768099148
2021-06-04,LG1,Total,441,4861,4516560,7629245217,213241985246,220871230463
2021-06-04,LG1,UG,196,2282,2160027,3267014014,120351724854,123618738868
2021-06-04,LG3,Alumni,14,116,62128,33145960,2257621080,2290767040
2021-06-04,LG3,Non-HKUST,48,142,115925,102464439,4178115228,4280579667
2021-06-04,LG3,Others(HKUST),14,198,16101,3355951,58871012,62226963
2021-06-04,LG3,RPG,302,666,345357,574141791,13349405157,13923546948
2021-06-04,LG3,Staff,347,1168,372547,80661315,4734722151,4815383466
2021-06-04,LG3,TPG,42,238,130041,102245852,8358447824,8460693676
2021-06-04,LG3,Total,1060,3834,1778562,1410813484,65045979066,66456792550
2021-06-04,LG3,UG,293,1306,736463,514798176,32108796614,32623594790
2021-06-04,LG4,Alumni,18,101,122916,57964773,12077433097,12135397870
2021-06-04,LG4,Non-HKUST,45,199,122009,175940331,6953763080,7129703411
2021-06-04,LG4,Others(HKUST),12,164,108951,2433725,107674332,110108057
