#AP, x coordinate (-1 = unknown), y coordinate (-1 = unknown), z coordinate (floor, 99 = unknown)
AdmBldg9AP5,-1,-1,99
AthlBldg10AP1,822112.1172,438408.3624,1
AthlBldg10AP2,821857.3797,438329.9541,1
AthlBldg11AP1,821501.7887,438211.4876,1
AthlBldg11AP2,821192.913,438145.048,1
AthlBldg2AP1,820960.1722,438936.4356,0
AthlBldg2AP2,821095.2144,438984.6726,0
AthlBldg2AP3,821006.9096,438859.8215,2
AthlBldg2AP4,821016.668,439064.9614,2
AthlBldg3AP1,822531.3975,438071.9083,1
AthlBldg3AP2,822506.1447,437907.003,1
AthlBldg4AP1,821354.7932,439113.7648,0
AthlBldg4AP2,821242.203,439075.9948,0
AthlBldg5AP1,822356.4788,438462.6273,1
AthlBldg5AP2,822356.2556,438385.6673,0
AthlBldg5AP3,822354.0097,438263.272,1
AthlBldg6AP1,820838.4181,438834.6443,0
AthlBldg7AP1,-1,-1,99
AthlBldg7AP2,-1,-1,99
AthlBldg7AP3,-1,-1,99
AthlBldg7AP4,-1,-1,99
AthlBldg8AP1,820760.724,438606.8923,1
AthlBldg8AP2,820839.5691,438253.8843,3
AthlBldg9AP1,817443.5342,440084.8661,1
LibBldg1AP10,819842.653,439869.098,3
LibBldg1AP11,-1,-1,99
LibBldg1AP12,819860.8958,439808.8474,5
LibBldg1AP13,-1,-1,99
LibBldg1AP14,819768.315,439852.7754,2
LibBldg1AP15,819875.17,439828.4806,1
LibBldg1AP16,819677.8034,439805.1609,5
LibBldg1AP17,819839.9201,439918.4171,1
LibBldg1AP1,819789.1821,439895.1611,4
LibBldg1AP2,819670.4845,439873.0356,2
LibBldg1AP3,819711,439934.9334,1
LibBldg1AP4,819756.2482,439855.7359,1
LibBldg1AP5,819674.6776,439917.9924,5
LibBldg1AP6,-1,-1,99
LibBldg1AP7,819760.3001,439822.3557,7
LibBldg1AP8,819752.2126,439837.5131,7
LibBldg1AP9,819858.6924,439920.7886,5
LibBldg2AP10,819701.2954,440079.4051,1
LibBldg2AP11,819770.3982,440094.2265,5
LibBldg2AP12,819636.3781,440109.9941,5
LibBldg2AP13,819709.93,440052.5828,5
LibBldg2AP14,819824.8513,440070.3348,2
LibBldg2AP15,819672.2891,440091.7262,99
LibBldg2AP16,819644.1097,440082.9292,0
LibBldg2AP17,819709.6358,440017.8953,2
LibBldg2AP1,819872.55,440077.7508,1
LibBldg2AP18,819628.3662,440114.3861,6
LibBldg2AP19,819675.266,440090.0532,2
LibBldg2AP20,819712.7658,440071.6737,6
LibBldg2AP21,819806.5944,440072.6508,1
LibBldg2AP2,819636.8436,440106.5529,3
LibBldg2AP3,819794.043,440077.416,1
LibBldg2AP4,819629.5333,440099.6728,2
LibBldg2AP5,819715.4916,440084.1897,0
LibBldg2AP6,819741.3822,440075.0125,3
LibBldg2AP7,819781.0702,440057.4172,0
LibBldg2AP8,819843.7678,440064.5484,3
LibBldg2AP9,819777.0438,440102.9575,6
LibBldg3AP1,820756.3002,440928.4045,0
LibBldg3AP2,820787.5453,440966.8838,2
LibBldg3AP3,820743.167,440901.4714,2
LibBldg3AP4,820817.6012,440943.6328,1
LibBldg3AP5,820704.8878,440927.4704,3
LibBldg3AP6,820751.4492,440983.6302,3
LibBldg3AP7,820780.3337,440884.3779,1
LibBldg4AP1,819925.3354,439603.5252,0
LibBldg4AP2,819942.6912,439626.898,2
LibBldg4AP3,819901.1533,439617.2911,4
LibBldg4AP4,819900.9217,439630.7599,1
LibBldg4AP5,819855.5806,439625.7873,2
LibBldg5AP1,819848.1238,440751.7132,0
OthBldg1AP1,-1,-1,99
OthBldg2AP1,-1,-1,99
OthBldg2AP2,-1,-1,99
OthBldg2AP3,-1,-1,99
OthBldg2AP4,-1,-1,99
OthBldg2AP5,-1,-1,99
OthBldg3AP1,-1,-1,99
OthBldg3AP2,-1,-1,99
OthBldg3AP3,-1,-1,99
OthBldg4AP10,-1,-1,99
OthBldg4AP11,-1,-1,99
OthBldg4AP1,-1,-1,99
OthBldg4AP2,-1,-1,99
OthBldg4AP3,-1,-1,99
OthBldg4AP4,-1,-1,99
OthBldg4AP5,-1,-1,99
OthBldg4AP6,-1,-1,99
OthBldg4AP7,-1,-1,99
OthBldg4AP8,-1,-1,99
OthBldg4AP9,-1,-1,99
OthBldg5AP1,-1,-1,99
OthBldg6AP1,-1,-1,99
OthBldg6AP2,-1,-1,99
ResBldg100AP1,819302.2122,440648.9322,0
ResBldg100AP2,819311.6896,440652.9734,3
ResBldg101AP1,819262.01,439514.4614,4
ResBldg101AP2,819261.9629,439515.3994,1
ResBldg102AP2,-1,-1,99
ResBldg12AP1,-1,-1,99
ResBldg13AP1,819249.3381,440589.3347,0
ResBldg13AP2,819221.0025,440584.9522,3
ResBldg14AP1,-1,-1,99
ResBldg15AP1,819268.3449,439220.4771,1
ResBldg15AP2,819274.1734,439224.0718,4
ResBldg16AP1,-1,-1,99
ResBldg17AP1,819167.4097,440877.0276,2
ResBldg18AP1,-1,-1,99
ResBldg18AP2,-1,-1,99
ResBldg18AP3,-1,-1,99
ResBldg18AP4,-1,-1,99
ResBldg18AP5,-1,-1,99
ResBldg18AP6,-1,-1,99
ResBldg18AP7,-1,-1,99
ResBldg19AP1,821224.7652,439435.1273,2
ResBldg19AP2,821224.7652,439435.1273,1
ResBldg1AP1,-1,-1,99
ResBldg20AP1,819272.2723,439333.214,1
ResBldg20AP2,819269.9599,439402.1319,4
ResBldg20AP3,819269.4686,439403.4421,1
ResBldg20AP4,819272.1796,439333.3285,4
ResBldg21AP1,820357.3556,439218.3242,4
ResBldg21AP2,820334.9039,439209.0712,2
ResBldg21AP3,820355.517,439224.3558,0
ResBldg22AP1,819028.362,440759.2213,3
ResBldg22AP2,819035.5658,440747.7762,0
ResBldg23AP1,821040.7158,439610.0023,1
ResBldg23AP2,820974.0642,439530.9478,1
ResBldg23AP3,821073.5006,439575.8091,3
ResBldg23AP4,821008.0544,439595.3418,3
ResBldg23AP5,821040.6979,439609.965,4
ResBldg23AP6,821039.3369,439548.1101,1
