Date,Floor,User-Group,User-Count,WiFi-Conn,Duration-Sec,Traffic-In-Byte,Traffic-Out-Byte,Traffic-Both-Byte
2019-07-01,1,Staff,4,26,244434,2108925301,96735191,2205660492
2019-07-01,1,TPG,0,0,0,0,0,0
2019-07-01,1,RPG,0,0,0,0,0,0
2019-07-01,1,UG,3,3,720,598311,275404,873715
2019-07-01,1,Alumni,0,0,0,0,0,0
2019-07-01,1,Others(HKUST),0,0,0,0,0,0
2019-07-01,1,Non-HKUST,0,0,0,0,0,0
2019-07-01,1,Total,7,29,245154,2109523612,97010595,2206534207
2019-07-01,G,Staff,5,7,125478,17206860354,1069325204,18276185558
2019-07-01,G,TPG,2,2,180,62979,47515,110494
2019-07-01,G,RPG,3,3,0,242277,145393,387670
2019-07-01,G,UG,3,5,4679,650423753,10725754,661149507
2019-07-01,G,Alumni,0,0,0,0,0,0
2019-07-01,G,Others(HKUST),2,5,345416,1221340097,140824689,1362164786
2019-07-01,G,Non-HKUST,1,1,0,2600889,116300,2717189
2019-07-01,G,Total,16,23,475753,19081530349,1221184855,20302715204
2019-07-01,LG1,Staff,8,10,4321,20777420,7395550,28172970
2019-07-01,LG1,TPG,2,2,0,268859,203054,471913
2019-07-01,LG1,RPG,1,1,0,47896499,42680702,90577201
2019-07-01,LG1,UG,15,15,6834,1638724,839071,2477795
2019-07-01,LG1,Alumni,0,0,0,0,0,0
2019-07-01,LG1,Others(HKUST),2,8,431635,2065304585,446134254,2511438839
2019-07-01,LG1,Non-HKUST,0,0,0,0,0,0
2019-07-01,LG1,Total,28,36,442790,2135886087,497252631,2633138718
2019-07-01,LG3,Staff,7,73,91963,36427555,9100446,45528001
2019-07-01,LG3,TPG,2,3,0,625254,196855,822109
2019-07-01,LG3,RPG,8,8,901,53767483,4399744,58167227
2019-07-01,LG3,UG,13,13,721,44641987,5297813,49939800
2019-07-01,LG3,Alumni,2,2,1801,6633406,49041252,55674658
2019-07-01,LG3,Others(HKUST),0,0,0,0,0,0
2019-07-01,LG3,Non-HKUST,0,0,0,0,0,0
2019-07-01,LG3,Total,32,99,95386,142095685,68036110,210131795
2019-07-01,LG4,Staff,5,6,0,278744360,28395637,307139997
2019-07-01,LG4,TPG,7,7,0,786623691,33546179,820169870
2019-07-01,LG4,RPG,17,19,540,2485920588,68020407,2553940995
2019-07-01,LG4,UG,38,55,9162,5703774898,279565461,5983340359
2019-07-01,LG4,Alumni,1,1,0,130867,98950,229817
2019-07-01,LG4,Others(HKUST),3,6,167757,31975912699,7240451015,39216363714
2019-07-01,LG4,Non-HKUST,2,2,0,36044272,7256142,43300414
2019-07-01,LG4,Total,73,96,177459,41267151375,7657333791,48924485166
2019-07-01,All-Floors,Staff,27,122,466196,19651734990,1210952028,20862687018
2019-07-01,All-Floors,TPG,11,14,180,787580783,33993603,821574386
2019-07-01,All-Floors,RPG,28,31,1441,2587826847,115246246,2703073093
2019-07-01,All-Floors,UG,67,91,22116,6401077673,296703503,6697781176
2019-07-01,All-Floors,Alumni,2,3,1801,6764273,49140202,55904475
2019-07-01,All-Floors,Others(HKUST),6,19,944808,35262557381,7827409958,43089967339
2019-07-01,All-Floors,Non-HKUST,3,3,0,38645161,7372442,46017603
2019-07-01,All-Floors,Total,144,283,1436542,64736187108,9540817982,74277005090
2019-07-02,1,Staff,51,540,1276840,139854810138,4575521181,144430331319
2019-07-02,1,TPG,22,227,763294,67106712973,6762072853,73868785826
2019-07-02,1,RPG,27,176,573589,26581628207,2615787366,29197415573
2019-07-02,1,UG,57,364,1075921,104984347395,17057689791,122042037186
2019-07-02,1,Alumni,2,11,53417,2961679926,307211452,3268891378
2019-07-02,1,Others(HKUST),3,13,140115,127360921,21923138,149284059
2019-07-02,1,Non-HKUST,14,62,183533,13192071535,817060335,14009131870
2019-07-02,1,Total,176,1393,4066709,354808611095,32157266116,386965877211
2019-07-02,G,Staff,126,466,904788,51757319599,7386504278,59143823877
2019-07-02,G,TPG,86,346,547516,58924585630,3751720027,62676305657
2019-07-02,G,RPG,87,236,258335,27718831116,1372607282,29091438398
2019-07-02,G,UG,243,746,1092646,111134140570,9875279745,121009420315
