Date,Period,User-Group,User-Count,WiFi-Conn
2017-06-01,Midnight,Staff,2,18
2017-06-01,Midnight,TPG,0,0
2017-06-01,Midnight,RPG,1,1
2017-06-01,Midnight,UG,3,26
2017-06-01,Midnight,Alumni,0,0
2017-06-01,Midnight,Others(HKUST),1,6
2017-06-01,Midnight,Non-HKUST,0,0
2017-06-01,Midnight,Total,7,51
2017-06-01,Early-Morning,Staff,9,55
2017-06-01,Early-Morning,TPG,0,0
2017-06-01,Early-Morning,RPG,2,2
2017-06-01,Early-Morning,UG,5,24
2017-06-01,Early-Morning,Alumni,0,0
2017-06-01,Early-Morning,Others(HKUST),1,6
2017-06-01,Early-Morning,Non-HKUST,0,0
2017-06-01,Early-Morning,Total,17,87
2017-06-01,Morning,Staff,148,1056
2017-06-01,Morning,TPG,166,1188
2017-06-01,Morning,RPG,89,493
2017-06-01,Morning,UG,162,858
2017-06-01,Morning,Alumni,21,134
2017-06-01,Morning,Others(HKUST),11,69
2017-06-01,Morning,Non-HKUST,23,79
2017-06-01,Morning,Total,620,3877
2017-06-01,Afternoon,Staff,230,1427
2017-06-01,Afternoon,TPG,279,2921
2017-06-01,Afternoon,RPG,177,1257
2017-06-01,Afternoon,UG,409,2266
2017-06-01,Afternoon,Alumni,25,290
2017-06-01,Afternoon,Others(HKUST),15,68
2017-06-01,Afternoon,Non-HKUST,27,193
2017-06-01,Afternoon,Total,1162,8422
2017-06-01,Late-Afternoon,Staff,139,826
2017-06-01,Late-Afternoon,TPG,290,2804
2017-06-01,Late-Afternoon,RPG,171,954
2017-06-01,Late-Afternoon,UG,282,1716
2017-06-01,Late-Afternoon,Alumni,24,270
2017-06-01,Late-Afternoon,Others(HKUST),9,32
2017-06-01,Late-Afternoon,Non-HKUST,22,129
2017-06-01,Late-Afternoon,Total,937,6731
2017-06-01,Evening,Staff,24,110
2017-06-01,Evening,TPG,159,617
2017-06-01,Evening,RPG,56,151
2017-06-01,Evening,UG,75,215
2017-06-01,Evening,Alumni,15,66
2017-06-01,Evening,Others(HKUST),4,12
2017-06-01,Evening,Non-HKUST,6,18
2017-06-01,Evening,Total,339,1189
2017-06-01,All-Periods,Staff,337,3438
2017-06-01,All-Periods,TPG,355,7372
2017-06-01,All-Periods,RPG,288,2824
2017-06-01,All-Periods,UG,593,5043
2017-06-01,All-Periods,Alumni,29,748
2017-06-01,All-Periods,Others(HKUST),21,159
2017-06-01,All-Periods,Non-HKUST,37,412
2017-06-01,All-Periods,Total,1660,19996
2017-06-02,Midnight,Staff,3,17
2017-06-02,Midnight,TPG,0,0
2017-06-02,Midnight,RPG,0,0
2017-06-02,Midnight,UG,8,22
2017-06-02,Midnight,Alumni,0,0
2017-06-02,Midnight,Others(HKUST),1,6
2017-06-02,Midnight,Non-HKUST,0,0
2017-06-02,Midnight,Total,12,45
2017-06-02,Early-Morning,Staff,11,45
2017-06-02,Early-Morning,TPG,0,0
2017-06-02,Early-Morning,RPG,2,2
2017-06-02,Early-Morning,UG,3,3
2017-06-02,Early-Morning,Alumni,0,0
2017-06-02,Early-Morning,Others(HKUST),2,7
2017-06-02,Early-Morning,Non-HKUST,0,0
2017-06-02,Early-Morning,Total,18,57
2017-06-02,Morning,Staff,143,1034
2017-06-02,Morning,TPG,152,1122
2017-06-02,Morning,RPG,100,552
2017-06-02,Morning,UG,181,1003
2017-06-02,Morning,Alumni,18,128
2017-06-02,Morning,Others(HKUST),7,31
2017-06-02,Morning,Non-HKUST,13,80
