Date,Floor,User-Group,User-Count,WiFi-Conn,Duration-Sec,Traffic-In-Byte,Traffic-Out-Byte,Traffic-Both-Byte
2021-02-01,1,Alumni,2,13,33246,2533395951,1909782502,4443178453
2021-02-01,1,Non-HKUST,18,70,163250,186001817,17002909095,17188910912
2021-02-01,1,Others(HKUST),4,33,95510,3688460,43865003,47553463
2021-02-01,1,RPG,16,95,152159,186143236,6797742233,6983885469
2021-02-01,1,Staff,58,1365,1170861,327740213,11063342707,11391082920
2021-02-01,1,TPG,49,740,1345687,1484234775,38317764234,39801999009
2021-02-01,1,Total,203,2717,3666004,5868363389,106742350785,112610714174
2021-02-01,1,UG,56,401,705291,1147158937,31606945011,32754103948
2021-02-01,All-Floors,Alumni,21,448,537121,3367960699,33287759835,36655720534
2021-02-01,All-Floors,Non-HKUST,138,1514,1224360,1650711806,46226674333,47877386139
2021-02-01,All-Floors,Others(HKUST),22,276,521774,66748984,612150484,678899468
2021-02-01,All-Floors,RPG,483,3103,2115627,3231160187,56369342726,59600502913
2021-02-01,All-Floors,Staff,512,5576,2845101,1342047477,33558885876,34900933353
2021-02-01,All-Floors,TPG,152,4516,4503200,6427323137,148406196840,154833519977
2021-02-01,All-Floors,Total,2338,31682,25071351,48260059576,876501458359,924761517935
2021-02-01,All-Floors,UG,1010,16249,13324168,32174107286,558040448265,590214555551
2021-02-01,G,Alumni,11,223,135029,290871140,8178182552,8469053692
2021-02-01,G,Non-HKUST,64,390,211601,144147992,5598865650,5743013642
2021-02-01,G,Others(HKUST),7,98,20791,3639036,58418108,62057144
2021-02-01,G,RPG,100,960,415862,779524007,12078139631,12857663638
2021-02-01,G,Staff,145,1596,878713,617109152,12166195441,12783304593
2021-02-01,G,TPG,123,1562,534464,418373384,14671955673,15090329057
2021-02-01,G,Total,880,10314,3819900,5491015246,144561280338,150052295584
2021-02-01,G,UG,430,5485,1623440,3237350535,91809523283,95046873818
2021-02-01,LG1,Alumni,8,101,98760,131547987,6989056687,7120604674
2021-02-01,LG1,Non-HKUST,57,478,423492,614613203,10136133403,10750746606
2021-02-01,LG1,Others(HKUST),9,24,239566,6646356,68274248,74920604
2021-02-01,LG1,RPG,109,759,785075,1803064245,17165649425,18968713670
2021-02-01,LG1,Staff,100,594,289630,177635677,7203699430,7381335107
2021-02-01,LG1,TPG,76,1225,1467810,2378069326,56167437799,58545507125
2021-02-01,LG1,Total,861,8607,10289095,26189577133,383331295983,409520873116
2021-02-01,LG1,UG,502,5426,6984762,21078000339,285601044991,306679045330
2021-02-01,LG3,Alumni,13,85,248390,386761304,7803633438,8190394742
2021-02-01,LG3,Non-HKUST,59,336,294905,540303066,7024971709,7565274775
