Date,Period,User-Group,User-Count,WiFi-Conn
2019-10-01,Midnight,Staff,8,16
2019-10-01,Midnight,TPG,23,79
2019-10-01,Midnight,RPG,10,31
2019-10-01,Midnight,UG,207,956
2019-10-01,Midnight,Alumni,0,0
2019-10-01,Midnight,Others(HKUST),5,61
2019-10-01,Midnight,Non-HKUST,1,2
2019-10-01,Midnight,Total,254,1145
2019-10-01,Early-Morning,Staff,5,5
2019-10-01,Early-Morning,TPG,7,24
2019-10-01,Early-Morning,RPG,6,11
2019-10-01,Early-Morning,UG,42,157
2019-10-01,Early-Morning,Alumni,1,2
2019-10-01,Early-Morning,Others(HKUST),6,42
2019-10-01,Early-Morning,Non-HKUST,0,0
2019-10-01,Early-Morning,Total,67,241
2019-10-01,Morning,Staff,21,61
2019-10-01,Morning,TPG,129,687
2019-10-01,Morning,RPG,51,196
2019-10-01,Morning,UG,395,1821
2019-10-01,Morning,Alumni,1,1
2019-10-01,Morning,Others(HKUST),7,30
2019-10-01,Morning,Non-HKUST,31,102
2019-10-01,Morning,Total,635,2898
2019-10-01,Afternoon,Staff,33,125
2019-10-01,Afternoon,TPG,314,2059
2019-10-01,Afternoon,RPG,111,554
2019-10-01,Afternoon,UG,991,6134
2019-10-01,Afternoon,Alumni,19,65
2019-10-01,Afternoon,Others(HKUST),5,27
2019-10-01,Afternoon,Non-HKUST,69,260
2019-10-01,Afternoon,Total,1542,9224
2019-10-01,Late-Afternoon,Staff,32,121
2019-10-01,Late-Afternoon,TPG,309,1861
2019-10-01,Late-Afternoon,RPG,132,496
2019-10-01,Late-Afternoon,UG,1052,6353
2019-10-01,Late-Afternoon,Alumni,16,78
2019-10-01,Late-Afternoon,Others(HKUST),8,38
2019-10-01,Late-Afternoon,Non-HKUST,64,265
2019-10-01,Late-Afternoon,Total,1613,9212
2019-10-01,Evening,Staff,12,13
2019-10-01,Evening,TPG,151,744
2019-10-01,Evening,RPG,41,152
2019-10-01,Evening,UG,612,3162
2019-10-01,Evening,Alumni,4,18
2019-10-01,Evening,Others(HKUST),5,25
2019-10-01,Evening,Non-HKUST,32,96
2019-10-01,Evening,Total,857,4210
2019-10-01,All-Periods,Staff,70,312
2019-10-01,All-Periods,TPG,407,5217
2019-10-01,All-Periods,RPG,226,1412
2019-10-01,All-Periods,UG,1553,18059
2019-10-01,All-Periods,Alumni,24,161
2019-10-01,All-Periods,Others(HKUST),10,162
2019-10-01,All-Periods,Non-HKUST,99,715
2019-10-01,All-Periods,Total,2389,26038
2019-10-02,Midnight,Staff,8,15
2019-10-02,Midnight,TPG,20,67
2019-10-02,Midnight,RPG,15,55
2019-10-02,Midnight,UG,217,993
2019-10-02,Midnight,Alumni,0,0
2019-10-02,Midnight,Others(HKUST),6,89
2019-10-02,Midnight,Non-HKUST,6,22
2019-10-02,Midnight,Total,272,1241
2019-10-02,Early-Morning,Staff,11,12
2019-10-02,Early-Morning,TPG,10,42
2019-10-02,Early-Morning,RPG,8,14
2019-10-02,Early-Morning,UG,49,124
2019-10-02,Early-Morning,Alumni,0,0
2019-10-02,Early-Morning,Others(HKUST),5,56
2019-10-02,Early-Morning,Non-HKUST,3,8
2019-10-02,Early-Morning,Total,86,256
2019-10-02,Morning,Staff,126,632
2019-10-02,Morning,TPG,392,2180
2019-10-02,Morning,RPG,154,610
2019-10-02,Morning,UG,1664,7047
2019-10-02,Morning,Alumni,9,23
2019-10-02,Morning,Others(HKUST),14,80
2019-10-02,Morning,Non-HKUST,58,189
2019-10-02,Morning,Total,2417,10761
2019-10-02,Afternoon,Staff,220,988
2019-10-02,Afternoon,TPG,774,4900
2019-10-02,Afternoon,RPG,193,716
2019-10-02,Afternoon,UG,3136,16317
2019-10-02,Afternoon,Alumni,11,80
2019-10-02,Afternoon,Others(HKUST),18,63
2019-10-02,Afternoon,Non-HKUST,129,472
2019-10-02,Afternoon,Total,4481,23536
2019-10-02,Late-Afternoon,Staff,139,528
2019-10-02,Late-Afternoon,TPG,763,4362
2019-10-02,Late-Afternoon,RPG,227,853
2019-10-02,Late-Afternoon,UG,2813,14700
2019-10-02,Late-Afternoon,Alumni,14,63
2019-10-02,Late-Afternoon,Others(HKUST),15,38
2019-10-02,Late-Afternoon,Non-HKUST,119,373
2019-10-02,Late-Afternoon,Total,4090,20917
2019-10-02,Evening,Staff,34,131
2019-10-02,Evening,TPG,289,1381
2019-10-02,Evening,RPG,90,274
2019-10-02,Evening,UG,1160,6205
2019-10-02,Evening,Alumni,4,25
2019-10-02,Evening,Others(HKUST),8,27
2019-10-02,Evening,Non-HKUST,56,181
2019-10-02,Evening,Total,1641,8224
2019-10-02,All-Periods,Staff,338,2234
2019-10-02,All-Periods,TPG,1029,12606
2019-10-02,All-Periods,RPG,439,2473
2019-10-02,All-Periods,UG,4766,44777
2019-10-02,All-Periods,Alumni,19,187
2019-10-02,All-Periods,Others(HKUST),26,285
2019-10-02,All-Periods,Non-HKUST,201,1224
2019-10-02,All-Periods,Total,6818,63786
2019-10-03,Midnight,Staff,9,23
2019-10-03,Midnight,TPG,18,75
2019-10-03,Midnight,RPG,6,12
2019-10-03,Midnight,UG,238,970
2019-10-03,Midnight,Alumni,0,0
2019-10-03,Midnight,Others(HKUST),5,52
2019-10-03,Midnight,Non-HKUST,9,38
2019-10-03,Midnight,Total,285,1170
2019-10-03,Early-Morning,Staff,8,21
2019-10-03,Early-Morning,TPG,9,37
2019-10-03,Early-Morning,RPG,5,9
2019-10-03,Early-Morning,UG,65,186
2019-10-03,Early-Morning,Alumni,0,0
2019-10-03,Early-Morning,Others(HKUST),5,42
2019-10-03,Early-Morning,Non-HKUST,0,0
2019-10-03,Early-Morning,Total,92,295
2019-10-03,Morning,Staff,139,794
2019-10-03,Morning,TPG,378,2107
2019-10-03,Morning,RPG,144,616
2019-10-03,Morning,UG,1668,6857
2019-10-03,Morning,Alumni,9,58
2019-10-03,Morning,Others(HKUST),13,97
2019-10-03,Morning,Non-HKUST,87,280
2019-10-03,Morning,Total,2438,10809
2019-10-03,Afternoon,Staff,216,1054
2019-10-03,Afternoon,TPG,746,5145
2019-10-03,Afternoon,RPG,223,824
2019-10-03,Afternoon,UG,3244,17147
2019-10-03,Afternoon,Alumni,12,49
2019-10-03,Afternoon,Others(HKUST),15,68
2019-10-03,Afternoon,Non-HKUST,131,459
2019-10-03,Afternoon,Total,4587,24746
2019-10-03,Late-Afternoon,Staff,126,532
2019-10-03,Late-Afternoon,TPG,816,4797
2019-10-03,Late-Afternoon,RPG,191,698
2019-10-03,Late-Afternoon,UG,2770,14183
2019-10-03,Late-Afternoon,Alumni,10,49
2019-10-03,Late-Afternoon,Others(HKUST),19,85
2019-10-03,Late-Afternoon,Non-HKUST,118,440
2019-10-03,Late-Afternoon,Total,4050,20784
2019-10-03,Evening,Staff,29,71
2019-10-03,Evening,TPG,233,1013
2019-10-03,Evening,RPG,76,234
2019-10-03,Evening,UG,1197,6375
2019-10-03,Evening,Alumni,8,32
2019-10-03,Evening,Others(HKUST),12,39
2019-10-03,Evening,Non-HKUST,51,193
2019-10-03,Evening,Total,1606,7957
2019-10-03,All-Periods,Staff,311,2418
2019-10-03,All-Periods,TPG,1009,12715
2019-10-03,All-Periods,RPG,423,2347
2019-10-03,All-Periods,UG,4900,45117
2019-10-03,All-Periods,Alumni,21,181
2019-10-03,All-Periods,Others(HKUST),28,318
2019-10-03,All-Periods,Non-HKUST,219,1381
2019-10-03,All-Periods,Total,6911,64477
2019-10-04,Midnight,Staff,10,32
2019-10-04,Midnight,TPG,20,63
2019-10-04,Midnight,RPG,8,20
2019-10-04,Midnight,UG,258,1173
2019-10-04,Midnight,Alumni,1,3
2019-10-04,Midnight,Others(HKUST),5,57
2019-10-04,Midnight,Non-HKUST,10,18
2019-10-04,Midnight,Total,312,1366
2019-10-04,Early-Morning,Staff,16,26
2019-10-04,Early-Morning,TPG,8,25
2019-10-04,Early-Morning,RPG,5,5
2019-10-04,Early-Morning,UG,61,268
2019-10-04,Early-Morning,Alumni,1,2
2019-10-04,Early-Morning,Others(HKUST),5,48
2019-10-04,Early-Morning,Non-HKUST,4,4
2019-10-04,Early-Morning,Total,100,378
2019-10-04,Morning,Staff,116,689
2019-10-04,Morning,TPG,349,2014
2019-10-04,Morning,RPG,123,460
2019-10-04,Morning,UG,1691,7140
2019-10-04,Morning,Alumni,9,49
2019-10-04,Morning,Others(HKUST),13,67
2019-10-04,Morning,Non-HKUST,67,228
2019-10-04,Morning,Total,2368,10647
2019-10-04,Afternoon,Staff,191,997
2019-10-04,Afternoon,TPG,644,4079
2019-10-04,Afternoon,RPG,177,716
2019-10-04,Afternoon,UG,2846,14188
2019-10-04,Afternoon,Alumni,11,61
2019-10-04,Afternoon,Others(HKUST),17,71
2019-10-04,Afternoon,Non-HKUST,102,425
2019-10-04,Afternoon,Total,3988,20537
2019-10-04,Late-Afternoon,Staff,118,569
2019-10-04,Late-Afternoon,TPG,512,2208
2019-10-04,Late-Afternoon,RPG,127,346
2019-10-04,Late-Afternoon,UG,1884,6961
2019-10-04,Late-Afternoon,Alumni,7,17
2019-10-04,Late-Afternoon,Others(HKUST),13,53
2019-10-04,Late-Afternoon,Non-HKUST,90,287
2019-10-04,Late-Afternoon,Total,2751,10441
2019-10-04,Evening,Staff,9,10
2019-10-04,Evening,TPG,3,3
2019-10-04,Evening,RPG,25,25
2019-10-04,Evening,UG,91,111
2019-10-04,Evening,Alumni,2,2
2019-10-04,Evening,Others(HKUST),7,22
2019-10-04,Evening,Non-HKUST,5,5
2019-10-04,Evening,Total,142,178
2019-10-04,All-Periods,Staff,280,2255
2019-10-04,All-Periods,TPG,757,8141
2019-10-04,All-Periods,RPG,328,1550
2019-10-04,All-Periods,UG,4102,29527
2019-10-04,All-Periods,Alumni,16,130
2019-10-04,All-Periods,Others(HKUST),22,248
2019-10-04,All-Periods,Non-HKUST,156,949
2019-10-04,All-Periods,Total,5661,42800
2019-10-05,Midnight,Staff,5,6
2019-10-05,Midnight,TPG,0,0
2019-10-05,Midnight,RPG,1,1
2019-10-05,Midnight,UG,6,8
2019-10-05,Midnight,Alumni,0,0
2019-10-05,Midnight,Others(HKUST),5,21
2019-10-05,Midnight,Non-HKUST,0,0
2019-10-05,Midnight,Total,17,36
2019-10-05,Early-Morning,Staff,5,6
2019-10-05,Early-Morning,TPG,0,0
2019-10-05,Early-Morning,RPG,2,2
2019-10-05,Early-Morning,UG,6,6
2019-10-05,Early-Morning,Alumni,0,0
