Date,Floor,User-Group,User-Count,WiFi-Conn,Duration-Sec,Traffic-In-Byte,Traffic-Out-Byte,Traffic-Both-Byte
2021-12-01,1,Alumni,5,22,38361,591324586,6114194438,6705519024
2021-12-01,1,Non-HKUST,5,40,50905,37920138,2638558554,2676478692
2021-12-01,1,Others(HKUST),1,2,82240,878485,8142496,9020981
2021-12-01,1,RPG,36,516,568689,587446259,15846080236,16433526495
2021-12-01,1,Staff,62,1333,927104,472718032,9690048538,10162766570
2021-12-01,1,TPG,160,3829,4832294,11082607367,127357846062,138440453429
2021-12-01,1,Total,536,10200,12253475,18717516638,354560360635,373277877273
2021-12-01,1,UG,267,4458,5753882,5944621771,192905490311,198850112082
2021-12-01,All-Floors,Alumni,25,945,472834,3238226161,22126340996,25364567157
2021-12-01,All-Floors,Non-HKUST,73,1881,1117985,2454631754,47107269478,49561901232
2021-12-01,All-Floors,Others(HKUST),28,259,536171,91852890,852379334,944232224
2021-12-01,All-Floors,RPG,815,8358,5007796,13094457751,141570923853,154665381604
2021-12-01,All-Floors,Staff,637,5927,2614438,2715195016,56434751220,59149946236
2021-12-01,All-Floors,TPG,1009,53444,40687965,93827459101,1218737141481,1312564600582
2021-12-01,All-Floors,Total,5341,184374,121725313,251739569440,4175040908071,4426780477511
2021-12-01,All-Floors,UG,2754,113560,71288124,136317746767,2688212101709,2824529848476
2021-12-01,G,Alumni,15,174,8522,2780802,33798197,36578999
2021-12-01,G,Non-HKUST,39,276,115220,115795699,4162150378,4277946077
2021-12-01,G,Others(HKUST),6,38,134733,18069177,79743544,97812721
2021-12-01,G,RPG,304,1642,771103,1775137112,18004477645,19779614757
2021-12-01,G,Staff,218,1563,547590,399079156,9335386178,9734465334
2021-12-01,G,TPG,673,7607,3979186,8191763764,154415608257,162607372021
2021-12-01,G,Total,2528,24228,11391508,17879636492,394783770467,412663406959
2021-12-01,G,UG,1273,12928,5835154,7377010782,208752606268,216129617050
2021-12-01,LG1,Alumni,10,382,182961,2079343467,4486754846,6566098313
2021-12-01,LG1,Non-HKUST,46,634,282587,528414888,8415554696,8943969584
2021-12-01,LG1,Others(HKUST),12,38,253459,22748406,128920590,151668996
2021-12-01,LG1,RPG,201,2785,2028807,5404629647,56820449807,62225079454
2021-12-01,LG1,Staff,171,1018,408473,513884477,13996073288,14509957765
2021-12-01,LG1,TPG,780,18450,12755269,23976960522,359427080343,383404040865
2021-12-01,LG1,Total,2917,68899,43221948,87345234732,1341124530594,1428469765326
2021-12-01,LG1,UG,1697,45592,27310392,54819253325,897849697024,952668950349
2021-12-01,LG3,Alumni,16,83,40852,110784210,2115533508,2226317718
2021-12-01,LG3,Non-HKUST,38,253,180176,639689125,6606261163,7245950288
2021-12-01,LG3,Others(HKUST),19,133,60900,48401850,568054947,616456797
2021-12-01,LG3,RPG,463,1472,575213,887623960,19195415449,20083039409
2021-12-01,LG3,Staff,358,1081,455350,613756625,11028849086,11642605711
2021-12-01,LG3,TPG,648,8717,7001863,20375907204,259184801401,279560708605
2021-12-01,LG3,Total,3398,29625,18141414,40947394663,704611632420,745559027083
2021-12-01,LG3,UG,1856,17886,9827060,18271231689,405912716866,424183948555
2021-12-01,LG4,Alumni,16,284,202138,453993096,9376060007,9830053103
2021-12-01,LG4,Non-HKUST,47,678,489097,1132811904,25284744687,26417556591
2021-12-01,LG4,Others(HKUST),16,48,4839,1754972,67517757,69272729
2021-12-01,LG4,RPG,462,1943,1063984,4439620773,31704500716,36144121489
2021-12-01,LG4,Staff,297,932,275921,715756726,12384394130,13100150856
2021-12-01,LG4,TPG,618,14841,12119353,30200220244,318351805418,348552025662
2021-12-01,LG4,Total,3411,51422,36716968,86849786915,1379960613955,1466810400870
2021-12-01,LG4,UG,1955,32696,22561636,49905629200,982791591240,1032697220440
2021-12-02,1,Alumni,4,16,44001,490501815,5480416730,5970918545
