Date,Floor,User-Group,User-Count,WiFi-Conn,Duration-Sec,Traffic-In-Byte,Traffic-Out-Byte,Traffic-Both-Byte
2014-07-01,1,Staff,2,66,51478,4952767,1463913,6416680
2014-07-01,1,TPG,0,0,0,0,0,0
2014-07-01,1,RPG,3,3,10680,4753220,1033784,5787004
2014-07-01,1,UG,3,3,0,0,0,0
2014-07-01,1,Alumni,0,0,0,0,0,0
2014-07-01,1,Others(HKUST),0,0,0,0,0,0
2014-07-01,1,Non-HKUST,0,0,0,0,0,0
2014-07-01,1,Total,8,72,62158,9705987,2497697,12203684
2014-07-01,G,Staff,1,1,86399,675574,2511739,3187313
2014-07-01,G,TPG,2,2,0,0,0,0
2014-07-01,G,RPG,2,2,240,8583413,415322,8998735
2014-07-01,G,UG,5,5,0,50648,7378,58026
2014-07-01,G,Alumni,0,0,0,0,0,0
2014-07-01,G,Others(HKUST),1,1,0,0,0,0
2014-07-01,G,Non-HKUST,0,0,0,0,0,0
2014-07-01,G,Total,11,11,86639,9309635,2934439,12244074
2014-07-01,LG1,Staff,4,4,959,48890,44760,93650
2014-07-01,LG1,TPG,5,5,241,23927,28097,52024
2014-07-01,LG1,RPG,5,5,482,89123,63837,152960
2014-07-01,LG1,UG,16,16,240,49208,28421,77629
2014-07-01,LG1,Alumni,0,0,0,0,0,0
2014-07-01,LG1,Others(HKUST),0,0,0,0,0,0
2014-07-01,LG1,Non-HKUST,0,0,0,0,0,0
2014-07-01,LG1,Total,30,30,1922,211148,165115,376263
2014-07-01,LG3,Staff,25,32,8637,28451259,66054229,94505488
2014-07-01,LG3,TPG,19,22,13199,262182284,14154573,276336857
2014-07-01,LG3,RPG,55,58,9236,8779240,2827185,11606425
2014-07-01,LG3,UG,102,117,3363,2854420,6525078,9379498
2014-07-01,LG3,Alumni,4,7,20157,106758259,86762689,193520948
2014-07-01,LG3,Others(HKUST),5,11,0,118655,68448,187103
2014-07-01,LG3,Non-HKUST,12,15,480,784977,124263,909240
2014-07-01,LG3,Total,222,262,55072,409929094,176516465,586445559
2014-07-01,LG4,Staff,14,16,481,203320,96480,299800
2014-07-01,LG4,TPG,15,32,19202,278834025,16535788,295369813
2014-07-01,LG4,RPG,37,74,20758,50462722,7774041,58236763
2014-07-01,LG4,UG,71,111,19924,204356075,17001409,221357484
2014-07-01,LG4,Alumni,3,4,4680,46694952,8156700,54851652
2014-07-01,LG4,Others(HKUST),4,78,202431,5333651165,344632866,5678284031
2014-07-01,LG4,Non-HKUST,10,10,24341,133087600,52470407,185558007
2014-07-01,LG4,Total,154,325,291817,6047289859,446667691,6493957550
2014-07-01,All-Floors,Staff,43,119,147954,34331810,70171121,104502931
2014-07-01,All-Floors,TPG,33,61,32642,541040236,30718458,571758694
2014-07-01,All-Floors,RPG,93,142,41396,72667718,12114169,84781887
2014-07-01,All-Floors,UG,175,252,23527,207310351,23562286,230872637
2014-07-01,All-Floors,Alumni,6,11,24837,153453211,94919389,248372600
2014-07-01,All-Floors,Others(HKUST),8,90,202431,5333769820,344701314,5678471134
2014-07-01,All-Floors,Non-HKUST,19,25,24821,133872577,52594670,186467247
2014-07-01,All-Floors,Total,377,700,497608,6476445723,628781407,7105227130
2014-07-02,1,Staff,57,515,676687,4273017926,448829179,4721847105
2014-07-02,1,TPG,10,96,160581,2381958822,190902182,2572861004
2014-07-02,1,RPG,12,54,80356,1089502542,484825348,1574327890
2014-07-02,1,UG,58,362,464421,16685602092,12685484592,29371086684
2014-07-02,1,Alumni,1,9,11404,270846797,13921851,284768648
2014-07-02,1,Others(HKUST),4,6,1918,72940299,7690576,80630875
2014-07-02,1,Non-HKUST,3,4,11418,3581540376,99658961,3681199337
2014-07-02,1,Total,145,1046,1406785,28355408854,13931312689,42286721543
2014-07-02,G,Staff,119,589,659581,1987995891,1021538768,3009534659
2014-07-02,G,TPG,78,518,512346,8277589000,871311100,9148900100
2014-07-02,G,RPG,117,654,657468,17559165684,3746101017,21305266701
2014-07-02,G,UG,321,1307,1044317,48655604310,15463573845,64119178155
2014-07-02,G,Alumni,11,36,18972,387099815,20701886,407801701
