Date,Period,User-Group,User-Count,WiFi-Conn
2017-02-01,Midnight,Staff,0,0
2017-02-01,Midnight,TPG,0,0
2017-02-01,Midnight,RPG,1,3
2017-02-01,Midnight,UG,47,95
2017-02-01,Midnight,Alumni,0,0
2017-02-01,Midnight,Others(HKUST),4,17
2017-02-01,Midnight,Non-HKUST,0,0
2017-02-01,Midnight,Total,52,115
2017-02-01,Early-Morning,Staff,14,24
2017-02-01,Early-Morning,TPG,0,0
2017-02-01,Early-Morning,RPG,2,2
2017-02-01,Early-Morning,UG,50,79
2017-02-01,Early-Morning,Alumni,0,0
2017-02-01,Early-Morning,Others(HKUST),4,28
2017-02-01,Early-Morning,Non-HKUST,0,0
2017-02-01,Early-Morning,Total,70,133
2017-02-01,Morning,Staff,139,789
2017-02-01,Morning,TPG,129,875
2017-02-01,Morning,RPG,68,323
2017-02-01,Morning,UG,1194,5614
2017-02-01,Morning,Alumni,5,58
2017-02-01,Morning,Others(HKUST),9,119
2017-02-01,Morning,Non-HKUST,38,155
2017-02-01,Morning,Total,1582,7933
2017-02-01,Afternoon,Staff,216,1228
2017-02-01,Afternoon,TPG,256,2776
2017-02-01,Afternoon,RPG,131,751
2017-02-01,Afternoon,UG,2025,12538
2017-02-01,Afternoon,Alumni,10,34
2017-02-01,Afternoon,Others(HKUST),15,204
2017-02-01,Afternoon,Non-HKUST,65,285
2017-02-01,Afternoon,Total,2718,17816
2017-02-01,Late-Afternoon,Staff,129,656
2017-02-01,Late-Afternoon,TPG,287,2640
2017-02-01,Late-Afternoon,RPG,125,622
2017-02-01,Late-Afternoon,UG,1542,8256
2017-02-01,Late-Afternoon,Alumni,15,51
2017-02-01,Late-Afternoon,Others(HKUST),13,134
2017-02-01,Late-Afternoon,Non-HKUST,31,148
2017-02-01,Late-Afternoon,Total,2142,12507
2017-02-01,Evening,Staff,24,58
2017-02-01,Evening,TPG,58,339
2017-02-01,Evening,RPG,46,168
2017-02-01,Evening,UG,498,2623
2017-02-01,Evening,Alumni,6,21
2017-02-01,Evening,Others(HKUST),5,32
2017-02-01,Evening,Non-HKUST,11,35
2017-02-01,Evening,Total,648,3276
2017-02-01,All-Periods,Staff,330,2720
2017-02-01,All-Periods,TPG,375,6546
2017-02-01,All-Periods,RPG,227,1858
2017-02-01,All-Periods,UG,3275,29099
2017-02-01,All-Periods,Alumni,25,159
2017-02-01,All-Periods,Others(HKUST),26,488
2017-02-01,All-Periods,Non-HKUST,91,617
2017-02-01,All-Periods,Total,4349,41487
2017-02-02,Midnight,Staff,4,9
2017-02-02,Midnight,TPG,7,14
2017-02-02,Midnight,RPG,2,9
2017-02-02,Midnight,UG,39,170
2017-02-02,Midnight,Alumni,2,16
2017-02-02,Midnight,Others(HKUST),5,36
