Date,Floor,User-Group,User-Count,WiFi-Conn,Duration-Sec,Traffic-In-Byte,Traffic-Out-Byte,Traffic-Both-Byte
2020-03-01,1,Staff,7,33,246601,4473739136,304748428,4778487564
2020-03-01,1,TPG,2,2,720,1635510,639813,2275323
2020-03-01,1,RPG,9,9,3959,172351141,6398009,178749150
2020-03-01,1,UG,3,3,180,8673339,2330930,11004269
2020-03-01,1,Alumni,0,0,0,0,0,0
2020-03-01,1,Others(HKUST),1,2,172798,6646903295,380934138,7027837433
2020-03-01,1,Non-HKUST,0,0,0,0,0,0
2020-03-01,1,Total,22,49,424258,11303302421,695051318,11998353739
2020-03-01,G,Staff,11,28,200159,5220342901,688913375,5909256276
2020-03-01,G,TPG,0,0,0,0,0,0
2020-03-01,G,RPG,1,1,721,14474,6155,20629
2020-03-01,G,UG,2,2,180,437226,317137,754363
2020-03-01,G,Alumni,0,0,0,0,0,0
2020-03-01,G,Others(HKUST),2,2,86399,1234001128,175808877,1409810005
2020-03-01,G,Non-HKUST,2,2,540,1174661,665090,1839751
2020-03-01,G,Total,18,35,287999,6455970390,865710634,7321681024
2020-03-01,LG1,Staff,10,11,1978,80245205,11582764,91827969
2020-03-01,LG1,TPG,2,2,719,94889877,3402462,98292339
2020-03-01,LG1,RPG,2,3,899,1280723,377333,1658056
2020-03-01,LG1,UG,4,4,1799,15284836,1224723,16509559
2020-03-01,LG1,Alumni,0,0,0,0,0,0
2020-03-01,LG1,Others(HKUST),1,6,431815,4098430608,752014437,4850445045
2020-03-01,LG1,Non-HKUST,0,0,0,0,0,0
2020-03-01,LG1,Total,19,26,437210,4290131249,768601719,5058732968
2020-03-01,LG3,Staff,12,13,0,359015231,22906968,381922199
2020-03-01,LG3,TPG,4,5,3777,763412961,19384448,782797409
2020-03-01,LG3,RPG,27,27,0,1486395956,137610417,1624006373
2020-03-01,LG3,UG,36,45,24485,2121346938,191559965,2312906903
2020-03-01,LG3,Alumni,1,1,0,158239,180936,339175
2020-03-01,LG3,Others(HKUST),3,5,720,42417117,3086223,45503340
2020-03-01,LG3,Non-HKUST,1,1,0,10454993,8326880,18781873
2020-03-01,LG3,Total,84,97,28982,4783201435,383055837,5166257272
2020-03-01,LG4,Staff,10,10,1440,403796916,14929797,418726713
2020-03-01,LG4,TPG,6,6,0,218103937,14421604,232525541
2020-03-01,LG4,RPG,36,36,719,735046420,40998051,776044471
2020-03-01,LG4,UG,26,55,12058,10045251441,347291672,10392543113
2020-03-01,LG4,Alumni,1,1,0,28325631,424116,28749747
2020-03-01,LG4,Others(HKUST),4,13,174238,3383244816,493038759,3876283575
2020-03-01,LG4,Non-HKUST,1,1,0,16769371,951355,17720726
2020-03-01,LG4,Total,84,122,188455,14830538532,912055354,15742593886
2020-03-01,All-Floors,Staff,42,95,450178,10537139389,1043081332,11580220721
2020-03-01,All-Floors,TPG,11,15,5216,1078042285,37848327,1115890612
2020-03-01,All-Floors,RPG,74,76,6298,2395088714,185389965,2580478679
2020-03-01,All-Floors,UG,66,109,38702,12190993780,542724427,12733718207
2020-03-01,All-Floors,Alumni,2,2,0,28483870,605052,29088922
2020-03-01,All-Floors,Others(HKUST),7,28,865970,15404996964,1804882434,17209879398
2020-03-01,All-Floors,Non-HKUST,4,4,540,28399025,9943325,38342350
2020-03-01,All-Floors,Total,206,329,1366904,41663144027,3624474862,45287618889
2020-03-02,1,Staff,25,244,591403,75861085505,2151106834,78012192339
2020-03-02,1,TPG,0,0,0,0,0,0
2020-03-02,1,RPG,9,9,899,185768901,15748289,201517190
2020-03-02,1,UG,5,5,538,109328716,24666246,133994962
2020-03-02,1,Alumni,0,0,0,0,0,0
2020-03-02,1,Others(HKUST),1,4,172438,13612795785,797978553,14410774338
2020-03-02,1,Non-HKUST,0,0,0,0,0,0
2020-03-02,1,Total,40,262,765278,89768978907,2989499922,92758478829
2020-03-02,G,Staff,40,249,373409,11579854037,4078560228,15658414265
2020-03-02,G,TPG,3,5,1440,249222978,190161480,439384458
2020-03-02,G,RPG,11,16,5939,2000754743,129380447,2130135190
2020-03-02,G,UG,9,11,7380,464074307,33838801,497913108
2020-03-02,G,Alumni,1,1,0,1261043,307716,1568759
2020-03-02,G,Others(HKUST),3,8,94673,2633786178,371489724,3005275902
2020-03-02,G,Non-HKUST,0,0,0,0,0,0
2020-03-02,G,Total,67,290,482841,16928953286,4803738396,21732691682
2020-03-02,LG1,Staff,25,130,198559,18277067601,2427641498,20704709099
2020-03-02,LG1,TPG,42,445,1420729,120722505173,16701638864,137424144037
2020-03-02,LG1,RPG,27,167,440924,18593774623,3563221839,22156996462
2020-03-02,LG1,UG,95,780,2135586,297277833438,27126194925,324404028363
2020-03-02,LG1,Alumni,2,7,23751,2081719411,209966290,2291685701
2020-03-02,LG1,Others(HKUST),2,69,489770,50470913964,2874239763,53345153727
2020-03-02,LG1,Non-HKUST,0,0,0,0,0,0
2020-03-02,LG1,Total,193,1598,4709319,507423814210,52902903179,560326717389
2020-03-02,LG3,Staff,41,59,5944,1674668577,323824118,1998492695
2020-03-02,LG3,TPG,6,10,15496,1885908257,45002044,1930910301
2020-03-02,LG3,RPG,37,40,2341,3598115258,114605187,3712720445
2020-03-02,LG3,UG,21,24,5762,3383838488,162587133,3546425621
2020-03-02,LG3,Alumni,0,0,0,0,0,0
2020-03-02,LG3,Others(HKUST),5,5,0,1951652834,24810097,1976462931
2020-03-02,LG3,Non-HKUST,0,0,0,0,0,0
2020-03-02,LG3,Total,110,138,29543,12494183414,670828579,13165011993
2020-03-02,LG4,Staff,36,58,7378,3331514650,238568584,3570083234
2020-03-02,LG4,TPG,11,17,718,1858833054,91208070,1950041124
2020-03-02,LG4,RPG,29,31,362,1809464351,69772384,1879236735
2020-03-02,LG4,UG,33,63,21590,13600923193,545647635,14146570828
2020-03-02,LG4,Alumni,0,0,0,0,0,0
2020-03-02,LG4,Others(HKUST),5,30,186663,5819595853,1197423177,7017019030
2020-03-02,LG4,Non-HKUST,0,0,0,0,0,0
2020-03-02,LG4,Total,114,199,216711,26420331101,2142619850,28562950951
2020-03-02,All-Floors,Staff,113,740,1176693,110724190370,9219701262,119943891632
2020-03-02,All-Floors,TPG,52,477,1438383,124716469462,17028010458,141744479920
2020-03-02,All-Floors,RPG,103,263,450465,26187877876,3892728146,30080606022
2020-03-02,All-Floors,UG,139,883,2170856,314835998142,27892934740,342728932882
2020-03-02,All-Floors,Alumni,3,8,23751,2082980454,210274006,2293254460
2020-03-02,All-Floors,Others(HKUST),10,116,943544,74488744614,5265941314,79754685928
2020-03-02,All-Floors,Non-HKUST,0,0,0,0,0,0
2020-03-02,All-Floors,Total,420,2487,6203692,653036260918,63509589926,716545850844
2020-03-03,1,Staff,26,189,647076,16952363531,12187841553,29140205084
2020-03-03,1,TPG,3,3,0,4062533,2330584,6393117
2020-03-03,1,RPG,4,4,2518,1914888,1025815,2940703
2020-03-03,1,UG,6,6,720,6318923,959724,7278647
2020-03-03,1,Alumni,0,0,0,0,0,0
2020-03-03,1,Others(HKUST),2,3,172798,6971039303,417879252,7388918555
2020-03-03,1,Non-HKUST,0,0,0,0,0,0
2020-03-03,1,Total,41,205,823112,23935699178,12610036928,36545736106
2020-03-03,G,Staff,45,250,399364,16079067941,4783177747,20862245688
2020-03-03,G,TPG,5,5,0,991073106,82819197,1073892303
2020-03-03,G,RPG,8,8,1260,40954508,3921914,44876422
2020-03-03,G,UG,10,15,1981,1523606465,31566167,1555172632
2020-03-03,G,Alumni,0,0,0,0,0,0
2020-03-03,G,Others(HKUST),2,7,87838,1372332883,196587943,1568920826
2020-03-03,G,Non-HKUST,1,1,0,3922175,282621,4204796
2020-03-03,G,Total,71,286,490443,20010957078,5098355589,25109312667
2020-03-03,LG1,Staff,29,116,218948,30949887410,3710152489,34660039899
2020-03-03,LG1,TPG,55,482,1522245,179972633512,24716527125,204689160637
2020-03-03,LG1,RPG,29,187,494898,31536420929,5814184589,37350605518
2020-03-03,LG1,UG,85,799,2307195,336537935798,31691553629,368229489427
2020-03-03,LG1,Alumni,1,7,32570,1260360223,57176232,1317536455
2020-03-03,LG1,Others(HKUST),3,73,475016,17765218582,1284134709,19049353291
2020-03-03,LG1,Non-HKUST,2,7,18354,2029147969,305466299,2334614268
2020-03-03,LG1,Total,204,1671,5069226,600051604423,67579195072,667630799495
2020-03-03,LG3,Staff,54,183,70418,8429100677,1113837061,9542937738
2020-03-03,LG3,TPG,6,7,1439,1312101497,206110383,1518211880
2020-03-03,LG3,RPG,32,33,17462,1034163417,84718321,1118881738
2020-03-03,LG3,UG,22,30,22667,8624873553,430768669,9055642222
2020-03-03,LG3,Alumni,0,0,0,0,0,0
2020-03-03,LG3,Others(HKUST),6,9,361,147964468,13865306,161829774
